ega_stable_id,male,female,unknown,total,date_study,repository,total_all,year,study_id,label,c,total_year
EGAS00001001132,0,0,4,4,2015-01-22,EGA,2918,2015,,U,1,165
EGAS00001001135,0,0,71,71,2015-01-23,EGA,2918,2015,,U,1,165
EGAS00001001137,0,0,119,119,2015-01-26,EGA,2918,2015,,U,1,165
EGAS00001001140,0,0,84,84,2015-01-26,EGA,2918,2015,,U,1,165
EGAS00001001145,0,0,2,2,2015-01-29,EGA,2918,2015,,U,1,165
EGAS00001001146,0,0,13,13,2015-01-30,EGA,2918,2015,,U,1,165
EGAS00001001150,0,0,12,12,2015-02-05,EGA,2918,2015,,U,1,165
EGAS00001001153,0,0,186,186,2015-02-10,EGA,2918,2015,,U,1,165
EGAS00001001155,0,0,73,73,2015-02-11,EGA,2918,2015,,U,1,165
EGAS00001001158,0,0,16,16,2015-02-12,EGA,2918,2015,,U,1,165
EGAS00001001170,0,0,48,48,2015-02-23,EGA,2918,2015,,U,1,165
EGAS00001001172,0,0,28,28,2015-02-24,EGA,2918,2015,,U,1,165
EGAS00001001173,0,0,57,57,2015-02-26,EGA,2918,2015,,U,1,165
EGAS00001001174,0,0,399,399,2015-02-26,EGA,2918,2015,,U,1,165
EGAS00001001179,0,0,15,15,2015-03-03,EGA,2918,2015,,U,1,165
EGAS00001001182,0,0,6,6,2015-03-08,EGA,2918,2015,,U,1,165
EGAS00001001183,0,0,221,221,2015-03-08,EGA,2918,2015,,U,1,165
EGAS00001001184,0,0,25,25,2015-03-09,EGA,2918,2015,,U,1,165
EGAS00001001190,0,0,29,29,2015-03-10,EGA,2918,2015,,U,1,165
EGAS00001001194,0,0,490,490,2015-03-12,EGA,2918,2015,,U,1,165
EGAS00001001195,0,0,30,30,2015-03-12,EGA,2918,2015,,U,1,165
EGAS00001001202,0,0,38,38,2015-03-24,EGA,2918,2015,,U,1,165
EGAS00001001203,0,0,24,24,2015-03-25,EGA,2918,2015,,U,1,165
EGAS00001001204,0,0,700,700,2015-03-26,EGA,2918,2015,,U,1,165
EGAS00001001205,0,0,6,6,2015-03-26,EGA,2918,2015,,U,1,165
EGAS00001001207,0,0,1482,1482,2015-03-27,EGA,2918,2015,,U,1,165
EGAS00001001209,0,0,138,138,2015-03-27,EGA,2918,2015,,U,1,165
EGAS00001001210,0,0,2,2,2015-03-30,EGA,2918,2015,,U,1,165
EGAS00001001214,0,0,13,13,2015-04-03,EGA,2918,2015,,U,1,165
EGAS00001001219,0,0,1,1,2015-04-14,EGA,2918,2015,,U,1,165
EGAS00001001238,0,0,1376,1376,2015-04-23,EGA,2918,2015,,U,1,165
EGAS00001001242,0,0,6,6,2015-04-30,EGA,2918,2015,,U,1,165
EGAS00001001244,0,0,69,69,2015-05-04,EGA,2918,2015,,U,1,165
EGAS00001001247,0,0,25,25,2015-05-07,EGA,2918,2015,,U,1,165
EGAS00001001252,0,0,2,2,2015-05-11,EGA,2918,2015,,U,1,165
EGAS00001001253,0,0,12,12,2015-05-13,EGA,2918,2015,,U,1,165
EGAS00001001257,0,0,125,125,2015-05-15,EGA,2918,2015,,U,1,165
EGAS00001001260,0,0,195,195,2015-05-19,EGA,2918,2015,,U,1,165
EGAS00001001261,0,0,30,30,2015-05-19,EGA,2918,2015,,U,1,165
EGAS00001001263,0,0,78,78,2015-05-20,EGA,2918,2015,,U,1,165
EGAS00001001281,0,0,3,3,2015-06-08,EGA,2918,2015,,U,1,165
EGAS00001001283,0,0,32,32,2015-06-09,EGA,2918,2015,,U,1,165
EGAS00001001285,0,0,52,52,2015-06-10,EGA,2918,2015,,U,1,165
EGAS00001001288,0,0,30,30,2015-06-12,EGA,2918,2015,,U,1,165
EGAS00001001289,0,0,147,147,2015-06-17,EGA,2918,2015,,U,1,165
EGAS00001001294,0,0,8,8,2015-06-22,EGA,2918,2015,,U,1,165
EGAS00001001297,0,0,165,165,2015-06-23,EGA,2918,2015,,U,1,165
EGAS00001001299,0,0,270,270,2015-06-25,EGA,2918,2015,,U,1,165
EGAS00001001301,0,0,2,2,2015-06-25,EGA,2918,2015,,U,1,165
EGAS00001001303,0,0,491,491,2015-06-30,EGA,2918,2015,,U,1,165
EGAS00001001304,0,0,4,4,2015-07-01,EGA,2918,2015,,U,1,165
EGAS00001001305,0,0,598,598,2015-07-01,EGA,2918,2015,,U,1,165
EGAS00001001308,0,0,56,56,2015-07-06,EGA,2918,2015,,U,1,165
EGAS00001001310,0,0,12,12,2015-07-09,EGA,2918,2015,,U,1,165
EGAS00001001323,0,0,3,3,2015-07-23,EGA,2918,2015,,U,1,165
EGAS00001001324,0,0,75,75,2015-07-23,EGA,2918,2015,,U,1,165
EGAS00001001329,0,0,127,127,2015-07-27,EGA,2918,2015,,U,1,165
EGAS00001001332,0,0,284,284,2015-07-27,EGA,2918,2015,,U,1,165
EGAS00001001382,0,0,9,9,2015-08-06,EGA,2918,2015,,U,1,165
EGAS00001001386,0,0,24,24,2015-08-06,EGA,2918,2015,,U,1,165
EGAS00001001387,0,0,50,50,2015-08-10,EGA,2918,2015,,U,1,165
EGAS00001001422,0,0,35,35,2015-08-20,EGA,2918,2015,,U,1,165
EGAS00001001427,0,0,334,334,2015-08-25,EGA,2918,2015,,U,1,165
EGAS00001001429,0,0,24,24,2015-08-26,EGA,2918,2015,,U,1,165
EGAS00001001433,0,0,126,126,2015-08-28,EGA,2918,2015,,U,1,165
EGAS00001001436,0,0,79,79,2015-09-01,EGA,2918,2015,,U,1,165
EGAS00001001437,0,0,6,6,2015-09-01,EGA,2918,2015,,U,1,165
EGAS00001001462,0,0,29,29,2015-09-09,EGA,2918,2015,,U,1,165
EGAS00001001475,0,0,141,141,2015-09-20,EGA,2918,2015,,U,1,165
EGAS00001001479,0,0,42,42,2015-09-28,EGA,2918,2015,,U,1,165
EGAS00001001486,0,0,9,9,2015-09-29,EGA,2918,2015,,U,1,165
EGAS00001001542,0,0,1,1,2015-10-07,EGA,2918,2015,,U,1,165
EGAS00001001559,0,0,80,80,2015-10-14,EGA,2918,2015,,U,1,165
EGAS00001001572,0,0,6,6,2015-10-28,EGA,2918,2015,,U,1,165
EGAS00001001613,0,0,7,7,2015-11-26,EGA,2918,2015,,U,1,165
EGAS00001001614,0,0,84,84,2015-11-26,EGA,2918,2015,,U,1,165
EGAS00001001625,0,0,185,185,2015-12-03,EGA,2918,2015,,U,1,165
EGAS00001001639,0,0,36,36,2015-12-16,EGA,2918,2015,,U,1,165
EGAS00001001656,0,0,2,2,2015-12-22,EGA,2918,2015,,U,1,165
