,n,male,female,unknown,date
4518,8904.0,990.0,710.0,7204.0,2018/05/18
4520,74.0,17.0,22.0,35.0,2020/09/04
4523,2.0,2.0,0.0,0.0,2021/08/20
4524,34.0,22.0,12.0,0.0,2017/08/09
4526,6443.0,2943.0,3500.0,0.0,04/29/2016
4527,6923.0,5547.0,1376.0,0.0,03/19/2015
4528,6907.0,972.0,948.0,4987.0,2020/11/24
4529,2322.0,627.0,706.0,989.0,05/02/2017
4535,91.0,49.0,33.0,9.0,03/20/2013
4541,5.0,3.0,2.0,0.0,2017/10/10
4543,2159.0,1367.0,792.0,0.0,05/16/2017
4544,10.0,4.0,1.0,5.0,2021/01/21
4551,14940.0,6784.0,8156.0,0.0,2020/06/18
4552,38.0,18.0,20.0,0.0,2021/05/10
4557,45.0,9.0,6.0,30.0,2017/09/25
4559,6.0,3.0,3.0,0.0,11/21/2016
4562,60.0,28.0,11.0,21.0,2020/03/11
4564,2901.0,1146.0,1747.0,8.0,2019/10/11
4565,1323.0,856.0,467.0,0.0,2020/11/30
4566,899.0,91.0,90.0,718.0,2018/08/13
4567,8.0,4.0,4.0,0.0,2018/02/28
4568,46.0,1.0,10.0,35.0,2017/08/25
4569,6443.0,2943.0,3500.0,0.0,04/29/2016
4571,8335.0,19.0,18.0,8298.0,2021/03/25
4572,95.0,9.0,49.0,37.0,2019/06/24
4573,1392.0,799.0,593.0,0.0,2019/08/01
4574,563.0,486.0,77.0,0.0,02/23/2017
4575,2.0,0.0,2.0,0.0,2017/12/08
4578,40.0,9.0,0.0,31.0,2017/09/27
4579,1089.0,0.0,1089.0,0.0,2020/11/04
4582,28.0,0.0,14.0,14.0,08/22/2016
4583,6076.0,6076.0,0.0,0.0,2020/02/19
4584,456.0,238.0,83.0,135.0,2018/06/07
4586,82.0,5.0,69.0,8.0,2019/05/13
4587,13.0,2.0,0.0,11.0,10/24/2016
4589,76.0,7.0,9.0,60.0,2018/10/19
4592,48.0,23.0,25.0,0.0,2019/03/27
4594,650.0,348.0,91.0,211.0,06/03/2015
4595,1682.0,553.0,1129.0,0.0,11/22/2013
4597,55.0,55.0,0.0,0.0,08/05/2016
4600,4.0,0.0,2.0,2.0,2017/11/30
4602,1785.0,736.0,1047.0,2.0,2021/06/08
4603,6907.0,972.0,948.0,4987.0,2020/11/24
4604,33.0,7.0,8.0,18.0,08/04/2014
4606,19.0,6.0,3.0,10.0,2021/08/05
4607,1580.0,701.0,879.0,0.0,2018/06/14
4608,9.0,0.0,6.0,3.0,2017/08/14
4609,1602.0,843.0,758.0,1.0,2021/08/19
4610,20.0,7.0,3.0,10.0,10/15/2012
4612,29.0,20.0,9.0,0.0,11/16/2016
4614,1.0,1.0,0.0,0.0,2018/02/27
4616,6443.0,2943.0,3500.0,0.0,04/29/2016
4619,6.0,3.0,3.0,0.0,01/26/2015
4621,6443.0,2943.0,3500.0,0.0,04/29/2016
4628,21.0,7.0,14.0,0.0,2017/09/12
4630,768.0,612.0,84.0,72.0,2019/03/11
4631,180.0,0.0,112.0,68.0,12/18/2014
4633,7430.0,3928.0,3501.0,1.0,2018/05/07
4634,592.0,241.0,351.0,0.0,11/14/2016
4637,4.0,4.0,0.0,0.0,2018/06/30
4641,284.0,185.0,99.0,0.0,2020/06/18
4642,568.0,314.0,67.0,187.0,2019/07/26
4644,120.0,29.0,30.0,61.0,2018/10/15
4646,118.0,82.0,36.0,0.0,2020/12/30
4648,173.0,118.0,55.0,0.0,2021/05/20
4649,221.0,19.0,19.0,183.0,2020/04/06
4650,1.0,1.0,0.0,0.0,2021/02/24
4654,83.0,57.0,26.0,0.0,2017/10/02
4655,678.0,298.0,380.0,0.0,2020/07/17
4658,50.0,0.0,50.0,0.0,02/18/2015
4659,900.0,452.0,440.0,8.0,2018/05/22
4660,225.0,34.0,26.0,165.0,2018/05/15
4663,134.0,70.0,64.0,0.0,2020/09/28
4664,60.0,10.0,10.0,40.0,2021/08/13
4665,6443.0,2943.0,3500.0,0.0,04/29/2016
4666,4350.0,946.0,2304.0,1100.0,10/24/2013
4667,1361.0,1361.0,0.0,0.0,2020/06/18
4668,4.0,2.0,2.0,0.0,2021/02/02
4669,1.0,1.0,0.0,0.0,2020/06/09
4670,4.0,1.0,3.0,0.0,2020/11/20
4671,9225.0,894.0,515.0,7816.0,2021/04/07
4672,953.0,6.0,7.0,940.0,2021/03/24
4674,625.0,262.0,363.0,0.0,2018/06/14
4675,4279.0,657.0,693.0,2929.0,2018/07/23
4676,34.0,8.0,9.0,17.0,2021/07/29
4678,17152.0,7956.0,9127.0,69.0,2019/10/25
4679,464.0,92.0,372.0,0.0,2019/04/15
4682,378.0,134.0,26.0,218.0,2021/09/24
4683,34304.0,7956.0,9127.0,17221.0,2019/10/25
4686,3495.0,781.0,941.0,1773.0,2019/11/27
4688,539.0,222.0,317.0,0.0,2018/06/01
4691,2095.0,1240.0,855.0,0.0,2019/09/16
4694,159.0,0.0,58.0,101.0,2021/06/02
4696,976.0,489.0,487.0,0.0,2021/03/05
4697,432.0,220.0,212.0,0.0,2021/08/06
4698,2392.0,0.0,2392.0,0.0,07/24/2017
4705,2504.0,31.0,857.0,1616.0,03/06/2017
4706,3.0,2.0,0.0,1.0,2019/03/15
4708,724.0,419.0,48.0,257.0,2020/04/15
4711,39.0,2.0,8.0,29.0,2018/04/20
4712,3747.0,3747.0,0.0,0.0,2021/03/17
4713,87.0,0.0,87.0,0.0,2018/05/24
4714,6443.0,2943.0,3500.0,0.0,04/29/2016
4715,35.0,23.0,12.0,0.0,2018/12/06
4716,28.0,6.0,14.0,8.0,02/08/2016
4717,5795.0,709.0,3890.0,1196.0,2018/04/04
4720,219.0,123.0,96.0,0.0,2020/03/02
4721,49.0,0.0,49.0,0.0,2018/09/17
4729,9.0,5.0,4.0,0.0,05/02/2012
4730,10.0,9.0,1.0,0.0,10/25/2013
4731,18.0,16.0,2.0,0.0,2021/02/22
4732,46.0,10.0,36.0,0.0,2018/03/30
4735,41.0,24.0,17.0,0.0,2021/08/26
4736,708.0,328.0,380.0,0.0,10/16/2014
4737,14936.0,6781.0,8155.0,0.0,2020/06/18
4738,106.0,47.0,59.0,0.0,08/16/2013
4743,12.0,1.0,2.0,9.0,2019/08/01
4746,62.0,8.0,7.0,47.0,2021/04/06
4752,1549.0,17.0,12.0,1520.0,2019/10/23
4756,320.0,146.0,174.0,0.0,2020/06/18
4757,6.0,3.0,3.0,0.0,2020/02/06
4758,1602.0,843.0,758.0,1.0,2021/08/19
4759,264.0,36.0,54.0,174.0,2017/11/30
4760,3241.0,1017.0,1051.0,1173.0,2020/06/18
4762,8.0,4.0,4.0,0.0,2021/02/04
4765,101.0,6.0,7.0,88.0,2019/10/11
4769,8542.0,7431.0,851.0,260.0,07/10/2017
4770,66.0,16.0,7.0,43.0,2018/10/16
4771,1014.0,606.0,400.0,8.0,2019/02/05
4773,26.0,4.0,3.0,19.0,11/16/2016
4778,601.0,281.0,319.0,1.0,2019/09/26
4779,8.0,4.0,4.0,0.0,2020/08/26
4780,60.0,12.0,4.0,44.0,2017/09/22
4786,264.0,36.0,54.0,174.0,2017/11/30
4787,28.0,0.0,12.0,16.0,2017/12/12
4789,13490.0,6105.0,7385.0,0.0,2020/06/18
4790,459.0,125.0,334.0,0.0,2020/01/10
4791,29.0,0.0,29.0,0.0,2019/12/12
4793,10.0,5.0,5.0,0.0,2021/03/22
4795,277.0,47.0,50.0,180.0,06/14/2017
4797,182.0,114.0,68.0,0.0,12/12/2014
4799,976.0,489.0,487.0,0.0,2021/03/05
4803,81.0,0.0,59.0,22.0,2017/12/29
4804,19.0,7.0,0.0,12.0,2019/06/14
4805,6443.0,2943.0,3500.0,0.0,04/29/2016
4809,40.0,22.0,18.0,0.0,2021/06/16
4812,624.0,0.0,624.0,0.0,2020/11/27
4813,416.0,235.0,181.0,0.0,2021/06/07
4814,6076.0,6076.0,0.0,0.0,2020/02/19
4816,11452.0,0.0,11215.0,237.0,2021/05/25
4817,14601.0,6672.0,8.0,7921.0,2020/06/18
4818,1579.0,669.0,880.0,30.0,2021/08/31
4823,202.0,121.0,81.0,0.0,2021/10/04
4824,1828.0,556.0,1271.0,1.0,2020/03/24
4826,1651.0,973.0,678.0,0.0,2021/05/13
4827,29.0,11.0,18.0,0.0,2021/02/12
4828,279.0,177.0,99.0,3.0,2020/07/10
4829,1854.0,573.0,1281.0,0.0,2018/06/14
4832,1968.0,684.0,1284.0,0.0,08/26/2015
4833,155.0,61.0,0.0,94.0,2019/03/25
4836,724.0,419.0,48.0,257.0,2020/04/15
4837,72.0,72.0,0.0,0.0,05/08/2012
4838,978.0,513.0,465.0,0.0,2020/06/18
4839,1.0,0.0,1.0,0.0,2017/10/19
4842,833.0,85.0,748.0,0.0,2018/09/19
4845,12.0,0.0,12.0,0.0,05/09/2016
4846,10.0,3.0,7.0,0.0,2017/10/04
4847,14801.0,6737.0,8064.0,0.0,2020/06/18
4849,124.0,39.0,85.0,0.0,2020/11/24
4850,6.0,2.0,1.0,3.0,02/02/2016
4852,27.0,13.0,13.0,1.0,2020/09/02
4854,24.0,8.0,0.0,16.0,2021/03/30
4856,7093.0,4037.0,3056.0,0.0,2021/09/29
4858,247.0,96.0,151.0,0.0,2018/09/26
4859,74619.0,504.0,1166.0,72949.0,2020/03/24
4862,91.0,57.0,26.0,8.0,2017/10/02
4864,5528.0,6.0,8.0,5514.0,2020/06/18
4865,234.0,8.0,0.0,226.0,2020/11/30
4866,80.0,28.0,52.0,0.0,2019/03/18
4868,2676.0,1956.0,720.0,0.0,2020/06/26
4872,767.0,465.0,70.0,232.0,11/02/2015
4876,145.0,56.0,89.0,0.0,2021/03/01
4877,490.0,135.0,155.0,200.0,2020/02/14
4881,2092.0,0.0,2092.0,0.0,2020/06/18
4882,4.0,4.0,0.0,0.0,04/16/2012
4883,34.0,17.0,17.0,0.0,10/22/2013
4884,3788.0,607.0,363.0,2818.0,2019/09/16
4886,1602.0,843.0,758.0,1.0,2021/08/19
4887,20.0,13.0,7.0,0.0,2017/08/31
4889,80.0,28.0,52.0,0.0,2019/03/18
4890,99.0,60.0,34.0,5.0,01/30/2017
4892,1882.0,1060.0,822.0,0.0,2021/08/11
4897,14647.0,6691.0,8.0,7948.0,2020/06/18
4898,5118.0,606.0,400.0,4112.0,2019/02/05
4902,1.0,1.0,0.0,0.0,04/16/2012
4903,37.0,1.0,2.0,34.0,2017/12/19
4905,634.0,320.0,235.0,79.0,01/21/2016
4908,6443.0,2943.0,3500.0,0.0,04/29/2016
4911,13530.0,6120.0,7410.0,0.0,2020/06/18
4912,6443.0,2943.0,3500.0,0.0,04/29/2016
4915,48.0,10.0,7.0,31.0,2020/04/24
4916,6443.0,2943.0,3500.0,0.0,04/29/2016
4917,1291.0,654.0,637.0,0.0,2018/04/05
4920,8.0,4.0,4.0,0.0,2020/06/29
4921,4384.0,807.0,928.0,2649.0,2020/10/01
4922,3.0,0.0,2.0,1.0,2018/05/15
4925,1315.0,565.0,750.0,0.0,01/29/2015
4930,13482.0,6101.0,7381.0,0.0,2020/06/18
4939,65.0,47.0,18.0,0.0,2021/06/23
4940,3.0,1.0,1.0,1.0,2018/06/07
4941,49.0,49.0,0.0,0.0,2018/10/22
4943,1698.0,372.0,465.0,861.0,2021/08/06
4944,12248.0,5609.0,6221.0,418.0,2017/12/29
4947,6.0,3.0,3.0,0.0,2018/11/26
4948,38.0,1.0,1.0,36.0,2021/06/07
4949,15.0,13.0,2.0,0.0,2020/12/16
4951,128.0,84.0,44.0,0.0,2021/05/20
4952,88.0,8.0,64.0,16.0,2018/10/29
4955,3.0,2.0,1.0,0.0,2021/03/17
4957,29.0,0.0,15.0,14.0,2020/07/10
4962,7.0,1.0,6.0,0.0,2021/06/09
4963,29.0,13.0,13.0,3.0,2020/09/02
4965,5.0,3.0,2.0,0.0,2019/04/09
4967,290.0,222.0,68.0,0.0,2021/06/28
4968,2.0,1.0,0.0,1.0,10/18/2016
4970,6443.0,2943.0,3500.0,0.0,04/29/2016
4972,6443.0,2943.0,3500.0,0.0,04/29/2016
4974,391.0,210.0,181.0,0.0,2020/11/20
4975,4777.0,3910.0,867.0,0.0,2019/03/05
4976,6443.0,2943.0,3500.0,0.0,04/29/2016
4978,200.0,91.0,109.0,0.0,07/14/2014
4980,6443.0,2943.0,3500.0,0.0,04/29/2016
4981,1323.0,856.0,467.0,0.0,2020/11/30
4983,617.0,287.0,330.0,0.0,07/05/2017
4985,621.0,377.0,244.0,0.0,2021/04/07
4988,100.0,0.0,20.0,80.0,2020/04/03
4990,20.0,13.0,7.0,0.0,2017/08/31
4991,12.0,3.0,9.0,0.0,2017/12/04
4992,932.0,304.0,628.0,0.0,2021/08/10
4994,797.0,233.0,543.0,21.0,2021/02/23
4996,1880.0,1059.0,821.0,0.0,2021/08/11
4997,226.0,120.0,106.0,0.0,2018/03/20
4999,12.0,5.0,7.0,0.0,2017/11/01
5001,37.0,15.0,22.0,0.0,2018/05/17
5005,489.0,190.0,138.0,161.0,2019/11/04
5006,11167.0,761.0,680.0,9726.0,11/04/2014
5008,50.0,34.0,16.0,0.0,2021/08/25
5013,44.0,20.0,12.0,12.0,03/24/2017
5014,50.0,21.0,23.0,6.0,2020/01/10
5015,3179.0,624.0,510.0,2045.0,2019/05/21
5019,507.0,270.0,236.0,1.0,2020/06/18
5021,33.0,18.0,15.0,0.0,2019/10/16
5023,78.0,23.0,3.0,52.0,2019/03/28
5033,9124.0,4380.0,4738.0,6.0,04/17/2017
5035,962.0,174.0,788.0,0.0,11/15/2011
5041,6.0,2.0,1.0,3.0,05/19/2016
5043,5957.0,570.0,525.0,4862.0,05/13/2014
5044,227.0,122.0,105.0,0.0,2020/09/18
5048,9.0,4.0,5.0,0.0,2020/06/18
5050,1353.0,693.0,660.0,0.0,03/15/2012
5054,99622.0,99622.0,0.0,0.0,2017/11/06
5055,6.0,4.0,2.0,0.0,2019/05/02
5056,2322.0,627.0,706.0,989.0,05/02/2017
5057,3.0,2.0,1.0,0.0,05/19/2016
5058,93.0,65.0,28.0,0.0,11/22/2013
5059,6443.0,2943.0,3500.0,0.0,04/29/2016
5060,11.0,11.0,0.0,0.0,11/04/2014
5062,5196.0,2788.0,791.0,1617.0,2018/04/05
5064,68.0,16.0,18.0,34.0,11/16/2015
5065,2.0,1.0,1.0,0.0,2018/06/07
5067,3592.0,3187.0,405.0,0.0,01/07/2016
5069,56.0,0.0,56.0,0.0,2019/12/19
5070,773.0,201.0,225.0,347.0,2020/07/15
5074,6863.0,8.0,8.0,6847.0,2020/06/18
5075,12.0,5.0,7.0,0.0,2021/04/27
5080,14.0,1.0,6.0,7.0,2021/06/09
5084,12.0,5.0,7.0,0.0,11/16/2015
5088,552.0,327.0,225.0,0.0,2020/06/02
5090,1632.0,95.0,138.0,1399.0,2020/04/29
5094,1812.0,925.0,887.0,0.0,2020/12/18
5095,8.0,4.0,4.0,0.0,2021/02/04
5096,16.0,8.0,8.0,0.0,2020/04/29
5098,403.0,198.0,205.0,0.0,2020/06/18
5102,50.0,21.0,23.0,6.0,2020/01/10
5103,33.0,7.0,5.0,21.0,2018/11/15
5104,27.0,10.0,17.0,0.0,01/13/2014
5108,900.0,55.0,44.0,801.0,2021/06/25
5109,3.0,2.0,1.0,0.0,2019/11/15
5110,80.0,4.0,9.0,67.0,2017/08/22
5111,279.0,149.0,130.0,0.0,2019/06/03
5114,153.0,10.0,0.0,143.0,2019/10/29
5115,1480.0,8.0,1470.0,2.0,2018/06/21
5120,12105.0,6.0,6661.0,5438.0,2020/06/18
5121,348.0,98.0,101.0,149.0,2018/06/18
5124,14940.0,6784.0,8156.0,0.0,2020/06/18
5125,6.0,0.0,6.0,0.0,2020/06/18
5130,3304.0,1880.0,1378.0,46.0,07/23/2014
5136,5387.0,962.0,4028.0,397.0,2020/11/02
5137,6443.0,2943.0,3500.0,0.0,04/29/2016
5139,3708.0,2420.0,806.0,482.0,06/17/2013
5141,98.0,49.0,41.0,8.0,2020/02/13
5142,6443.0,2943.0,3500.0,0.0,04/29/2016
5143,19.0,0.0,19.0,0.0,09/29/2015
5144,6443.0,2943.0,3500.0,0.0,04/29/2016
5146,39.0,6.0,8.0,25.0,2020/12/18
5147,690.0,130.0,174.0,386.0,2020/02/03
5150,40.0,22.0,18.0,0.0,2021/06/16
5153,8.0,6.0,2.0,0.0,2018/10/24
5162,3813.0,1915.0,1898.0,0.0,2018/04/05
5167,26.0,12.0,14.0,0.0,01/23/2017
5168,182.0,75.0,107.0,0.0,03/28/2016
5169,919.0,919.0,0.0,0.0,2021/03/30
5170,5.0,1.0,4.0,0.0,11/25/2016
5173,791.0,113.0,111.0,567.0,2020/05/07
5175,17.0,7.0,10.0,0.0,2018/03/21
5178,6271.0,2722.0,3549.0,0.0,03/03/2015
5182,6.0,0.0,1.0,5.0,09/11/2014
5185,26.0,23.0,3.0,0.0,2019/03/28
5188,35.0,0.0,35.0,0.0,2019/11/14
5189,9.0,4.0,5.0,0.0,2020/06/18
5195,824.0,454.0,370.0,0.0,2019/10/22
5198,1809.0,54.0,37.0,1718.0,2019/11/27
5200,21.0,0.0,20.0,1.0,2021/01/27
5201,21701.0,9564.0,12137.0,0.0,2018/03/15
5203,6443.0,2943.0,3500.0,0.0,04/29/2016
5205,28820.0,13495.0,15325.0,0.0,2019/12/26
5206,6443.0,2943.0,3500.0,0.0,04/29/2016
5209,59.0,0.0,59.0,0.0,2017/12/29
5210,5196.0,2788.0,791.0,1617.0,2018/04/05
5213,432.0,276.0,156.0,0.0,2018/01/18
5214,2.0,2.0,0.0,0.0,2021/03/31
5215,339.0,102.0,133.0,104.0,2018/06/01
5217,43.0,15.0,23.0,5.0,2018/06/18
5218,92.0,18.0,28.0,46.0,2019/03/18
5220,121569.0,550.0,1248.0,119771.0,2020/03/24
5221,5199.0,1170.0,1785.0,2244.0,2019/10/11
5223,1013.0,41.0,972.0,0.0,03/06/2017
5224,99.0,31.0,22.0,46.0,12/20/2016
5225,505.0,169.0,121.0,215.0,2018/03/09
5226,768.0,612.0,84.0,72.0,2019/03/11
5229,678.0,298.0,380.0,0.0,2020/07/17
5230,13452.0,6100.0,7352.0,0.0,2020/06/18
5232,57.0,44.0,7.0,6.0,06/01/2015
5234,57.0,0.0,57.0,0.0,2018/11/05
5235,625.0,278.0,347.0,0.0,2019/04/10
5237,48.0,4.0,8.0,36.0,2017/09/27
5244,2.0,0.0,2.0,0.0,2018/02/20
5246,3157.0,1310.0,1847.0,0.0,02/08/2016
5247,12.0,4.0,4.0,4.0,2021/02/04
5248,3999.0,928.0,896.0,2175.0,2020/07/20
5250,9.0,0.0,9.0,0.0,2019/12/09
5251,34.0,16.0,18.0,0.0,2018/09/19
5253,342.0,85.0,257.0,0.0,2019/03/25
5255,116.0,31.0,85.0,0.0,2021/05/18
5256,6443.0,2943.0,3500.0,0.0,04/29/2016
5257,62.0,26.0,36.0,0.0,2020/03/19
5259,849.0,242.0,607.0,0.0,2021/10/19
5260,957.0,467.0,468.0,22.0,07/15/2015
5262,2626.0,791.0,1047.0,788.0,2018/07/23
5263,979.0,370.0,609.0,0.0,10/25/2010
5264,127.0,74.0,53.0,0.0,2021/09/13
5272,2032.0,430.0,606.0,996.0,2020/12/21
5273,555.0,320.0,235.0,0.0,05/12/2015
5274,258.0,26.0,232.0,0.0,03/01/2016
5276,1695.0,85.0,74.0,1536.0,09/02/2016
5277,611.0,168.0,443.0,0.0,2018/06/14
5280,2612.0,1243.0,1369.0,0.0,01/16/2015
5281,575.0,92.0,7.0,476.0,11/30/2015
5283,20.0,0.0,20.0,0.0,08/02/2013
5287,75.0,40.0,35.0,0.0,07/09/2013
5289,332.0,148.0,184.0,0.0,2019/03/11
5290,568.0,314.0,67.0,187.0,2019/07/26
5292,6443.0,2943.0,3500.0,0.0,04/29/2016
5297,48.0,9.0,20.0,19.0,2020/08/26
5298,1309.0,425.0,884.0,0.0,2019/08/06
5300,882.0,12.0,870.0,0.0,2018/01/04
5303,899.0,91.0,90.0,718.0,2018/08/13
5304,35.0,0.0,35.0,0.0,09/15/2016
5305,106.0,57.0,49.0,0.0,2019/12/16
5306,143.0,0.0,143.0,0.0,2020/01/16
5307,43.0,43.0,0.0,0.0,2021/04/16
5308,631.0,631.0,0.0,0.0,04/10/2014
5313,2089.0,989.0,805.0,295.0,01/29/2015
5314,22.0,13.0,9.0,0.0,2019/07/25
5317,13530.0,6120.0,7410.0,0.0,2020/06/18
5320,12.0,5.0,7.0,0.0,04/10/2014
5327,50989.0,9.0,4.0,50976.0,2021/01/28
5328,1.0,0.0,1.0,0.0,02/03/2014
5329,3797.0,2077.0,1720.0,0.0,03/10/2016
5330,6443.0,2943.0,3500.0,0.0,04/29/2016
5331,41.0,14.0,10.0,17.0,2020/12/10
5333,961.0,94.0,8.0,859.0,2021/06/23
5334,2.0,1.0,0.0,1.0,2018/06/20
5342,31.0,12.0,9.0,10.0,04/16/2012
5343,932.0,304.0,628.0,0.0,2021/08/10
5344,50.0,8.0,28.0,14.0,2020/02/27
5345,15.0,8.0,7.0,0.0,02/18/2015
5346,6443.0,2943.0,3500.0,0.0,04/29/2016
5347,5550.0,6.0,8.0,5536.0,2020/06/18
5350,1239.0,535.0,704.0,0.0,2018/06/14
5351,14.0,6.0,6.0,2.0,2021/02/08
5355,38.0,22.0,16.0,0.0,2021/05/27
5357,10.0,10.0,0.0,0.0,2019/10/29
5358,4.0,3.0,1.0,0.0,08/11/2011
5359,410.0,136.0,274.0,0.0,02/01/2016
5361,5383.0,2532.0,2823.0,28.0,2019/10/01
5363,2487.0,1341.0,1146.0,0.0,11/20/2013
5365,7.0,7.0,0.0,0.0,2019/06/14
5366,139.0,54.0,85.0,0.0,2020/04/29
5370,12082.0,6.0,6644.0,5432.0,2020/06/18
5372,5208.0,6.0,7.0,5195.0,2020/06/18
5375,29.0,16.0,13.0,0.0,04/25/2014
5377,15256.0,7858.0,6558.0,840.0,12/16/2013
5383,33.0,21.0,12.0,0.0,2020/08/04
5386,354.0,0.0,118.0,236.0,01/14/2016
5390,348.0,79.0,211.0,58.0,2019/08/01
5395,9.0,4.0,5.0,0.0,04/08/2014
5396,2348.0,629.0,649.0,1070.0,07/21/2016
5398,136.0,1.0,0.0,135.0,11/04/2015
5400,7.0,0.0,1.0,6.0,10/27/2014
5402,39.0,0.0,39.0,0.0,2020/01/16
5403,82.0,41.0,41.0,0.0,2021/07/09
5404,505.0,8.0,8.0,489.0,2020/06/18
5405,290.0,169.0,121.0,0.0,2018/03/09
5406,99.0,55.0,44.0,0.0,2021/06/25
5407,144.0,6.0,2.0,136.0,2018/10/29
5408,21.0,2.0,2.0,17.0,2021/02/02
5409,6.0,4.0,2.0,0.0,12/31/2012
5411,34.0,21.0,7.0,6.0,2020/07/24
5412,4055.0,5.0,5.0,4045.0,2020/06/18
5415,7.0,5.0,2.0,0.0,2021/07/16
5416,641.0,299.0,342.0,0.0,12/17/2013
5417,2079.0,523.0,619.0,937.0,2018/02/27
5419,3.0,2.0,1.0,0.0,08/11/2011
5420,31.0,24.0,7.0,0.0,2019/09/19
5421,15.0,7.0,8.0,0.0,10/31/2014
5422,34.0,16.0,18.0,0.0,11/16/2015
5423,41.0,24.0,17.0,0.0,2021/08/26
5426,12.0,3.0,9.0,0.0,2017/12/04
5430,76.0,38.0,37.0,1.0,2020/06/11
5433,950.0,498.0,452.0,0.0,04/13/2015
5435,44.0,3.0,8.0,33.0,2020/09/17
5436,73.0,0.0,73.0,0.0,2020/04/27
5437,97.0,47.0,50.0,0.0,06/14/2017
5439,112.0,31.0,16.0,65.0,2020/02/25
5440,2.0,2.0,0.0,0.0,2021/08/20
5441,2.0,0.0,2.0,0.0,2018/05/15
5443,127.0,70.0,57.0,0.0,2020/03/13
5444,1.0,0.0,1.0,0.0,2018/03/27
5447,16.0,0.0,16.0,0.0,03/22/2017
5448,5.0,3.0,2.0,0.0,2018/01/29
5449,8.0,2.0,6.0,0.0,03/13/2015
5452,279.0,149.0,130.0,0.0,2019/06/03
5453,383.0,271.0,68.0,44.0,2018/08/19
5456,6235.0,522.0,312.0,5401.0,09/03/2009
5466,443.0,163.0,280.0,0.0,2021/02/12
5467,1439.0,761.0,678.0,0.0,11/04/2014
5472,41.0,26.0,13.0,2.0,2019/01/29
5478,6443.0,2943.0,3500.0,0.0,04/29/2016
5479,49.0,49.0,0.0,0.0,2018/10/22
5480,6136.0,2995.0,3119.0,22.0,2019/07/16
5481,23.0,7.0,9.0,7.0,2021/08/13
5482,1.0,1.0,0.0,0.0,02/04/2016
5484,14.0,5.0,9.0,0.0,2017/10/04
5485,519.0,216.0,301.0,2.0,2018/06/01
5486,6929.0,5550.0,1379.0,0.0,03/19/2015
5491,124.0,18.0,47.0,59.0,2020/12/18
5498,6443.0,2943.0,3500.0,0.0,04/29/2016
5499,1908.0,981.0,882.0,45.0,2021/06/08
5501,6.0,3.0,3.0,0.0,2021/05/24
5505,2676.0,1956.0,720.0,0.0,2020/06/26
5511,24.0,9.0,9.0,6.0,2017/11/30
5513,50.0,8.0,28.0,14.0,2020/02/27
5516,175.0,91.0,84.0,0.0,03/31/2017
5517,1573.0,749.0,821.0,3.0,2018/05/14
5518,2.0,1.0,0.0,1.0,10/18/2016
5519,69.0,33.0,36.0,0.0,2018/08/03
5521,2252.0,2252.0,0.0,0.0,12/15/2009
5523,219.0,69.0,150.0,0.0,2020/12/01
5524,802.0,336.0,466.0,0.0,04/01/2010
5526,88.0,8.0,7.0,73.0,04/06/2016
5529,812.0,0.0,812.0,0.0,2021/07/21
5531,6443.0,2943.0,3500.0,0.0,04/29/2016
5532,967.0,503.0,463.0,1.0,2020/07/24
5533,106.0,106.0,0.0,0.0,2021/04/28
5535,214.0,3.0,211.0,0.0,2018/09/20
5536,1394.0,676.0,718.0,0.0,12/02/2016
5537,3104.0,878.0,797.0,1429.0,05/17/2016
5540,8.0,6.0,2.0,0.0,11/07/2014
5541,22.0,13.0,9.0,0.0,2019/07/25
5542,5890.0,3771.0,541.0,1578.0,05/11/2016
5543,3293.0,1283.0,1904.0,106.0,04/20/2016
5544,142.0,36.0,34.0,72.0,2020/06/11
5550,60.0,5.0,8.0,47.0,2020/06/10
5551,144.0,58.0,86.0,0.0,2020/04/29
5554,821.0,352.0,469.0,0.0,2017/10/05
5555,1267.0,650.0,617.0,0.0,10/21/2013
5558,132.0,132.0,0.0,0.0,2021/09/16
5559,82.0,7.0,47.0,28.0,2019/03/11
5560,578.0,4.0,339.0,235.0,2020/09/18
5561,395.0,359.0,36.0,0.0,2020/12/09
5562,28.0,28.0,0.0,0.0,05/02/2011
5564,22.0,6.0,5.0,11.0,2019/06/13
5568,7880.0,4901.0,2979.0,0.0,03/02/2016
5571,780.0,233.0,544.0,3.0,2021/02/23
5573,464.0,92.0,372.0,0.0,2019/04/15
5574,757.0,470.0,287.0,0.0,05/16/2017
5575,1345.0,0.0,1344.0,1.0,11/16/2011
5576,4615.0,105.0,335.0,4175.0,2021/05/17
5577,107.0,8.0,16.0,83.0,2017/12/08
5578,48.0,9.0,20.0,19.0,2020/08/26
5579,1.0,0.0,1.0,0.0,02/03/2012
5581,14939.0,6784.0,8155.0,0.0,2020/06/18
5582,324.0,134.0,190.0,0.0,2021/07/19
5583,1.0,1.0,0.0,0.0,2018/06/20
5584,54.0,33.0,21.0,0.0,06/30/2014
5587,8.0,8.0,0.0,0.0,2018/10/23
5594,225.0,91.0,132.0,2.0,2019/05/01
5595,144.0,72.0,72.0,0.0,2018/04/30
5599,586.0,8.0,7.0,571.0,02/18/2015
5600,240.0,126.0,112.0,2.0,2020/06/10
5604,5.0,1.0,4.0,0.0,2018/04/16
5606,80.0,7.0,56.0,17.0,09/30/2016
