"","dbgap_study_id","male","female","total","date_study","repository"
"8712","phs000999.v3.pht005183.v3.p1",130,112,242,"2019/11/22","dbgap"
"8713","phs001392.v1.pht006886.v1.p1",20,10,30,"2017/09/22","dbgap"
"8714","phs002319.v1.pht010923.v1.p1",716,813,1529,"2021/02/05","dbgap"
"8715","phs000007.v32.pht001225.v6.p13",1113,913,2026,"2020/12/21","dbgap"
"8716","phs001611.v1.pht009160.v1.p1",40,30,70,"2019/06/13","dbgap"
"8718","phs001602.v2.pht009976.v1.p1",5,2,7,"2021/07/16","dbgap"
"8719","phs001774.v1.pht008804.v1.p1",22,28,50,"2020/02/27","dbgap"
"8720","phs000634.v1.pht003829.v1.p1",801,1519,2320,"06/25/2015","dbgap"
"8721","phs000703.v1.pht003669.v1.p1",1880,1378,3258,"07/23/2014","dbgap"
"8722","phs001787.v1.pht009043.v1.p1",72,78,150,"2020/06/18","dbgap"
"8723","phs001514.v2.pht009816.v1.p1",211,234,445,"2021/06/28","dbgap"
"8724","phs000855.v1.pht004554.v1.p1",8,7,15,"03/10/2015","dbgap"
"8725","phs000372.v1.pht002857.v1.p1",2595,3470,6065,"02/13/2014","dbgap"
"8726","phs001788.v1.pht008818.v1.p1",3903,858,4761,"2019/03/05","dbgap"
"8727","phs001281.v2.pht006134.v2.p1",4,7,11,"2019/02/21","dbgap"
"8728","phs001539.v1.pht007522.v1.p1",44,57,101,"2018/02/27","dbgap"
"8729","phs000017.v3.pht000057.v1.p1",208,213,421,"Wed Nov 26 07:37:03 2008","dbgap"
"8731","phs001713.v1.pht008523.v1.p1",722,1352,2074,"2019/12/19","dbgap"
"8732","phs000128.v3.pht000497.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8733","phs000209.v13.pht002705.v1.p3",933,896,1829,"11/05/2014","dbgap"
"8734","phs000521.v2.pht007033.v2.p1",70,57,127,"2020/03/13","dbgap"
"8735","phs000381.v1.pht002422.v1.p1",743,488,1231,"12/19/2011","dbgap"
"8736","phs001252.v1.pht006406.v1.p1",1367,792,2159,"05/16/2017","dbgap"
"8737","phs001247.v1.pht008301.v1.p1",451,448,899,"2018/08/13","dbgap"
"8738","phs001705.v1.pht009273.v1.p1",314,251,565,"2019/07/26","dbgap"
"8739","phs000698.v1.pht007679.v1.p1",17,31,48,"2018/03/23","dbgap"
"8740","phs001122.v1.pht008639.v1.p1",137,102,239,"2021/03/23","dbgap"
"8741","phs001313.v1.pht007973.v1.p1",1,4,5,"2018/05/17","dbgap"
"8742","phs000280.v7.pht004114.v2.p1",6120,7410,13530,"2020/06/18","dbgap"
"8744","phs000698.v1.pht007683.v1.p1",18,32,50,"2018/03/23","dbgap"
"8746","phs000280.v7.pht004121.v2.p1",6704,8003,14707,"2020/06/18","dbgap"
"8747","phs000291.v2.pht002270.v2.p1",214,123,337,"05/11/2012","dbgap"
"8749","phs001749.v2.pht009320.v2.p1",911,1204,2115,"2021/05/14","dbgap"
"8750","phs001576.v2.pht008224.v2.p2",8,4,12,"2019/09/27","dbgap"
"8751","phs000007.v32.pht000386.v4.p13",387,147,534,"2020/12/21","dbgap"
"8752","phs001406.v1.pht007742.v1.p1",1170,1785,2955,"2019/10/11","dbgap"
"8754","phs000575.v2.pht005895.v2.p1",175,212,387,"2020/02/14","dbgap"
"8755","phs001342.v1.pht008049.v1.p1",12,8,20,"2018/06/01","dbgap"
"8756","phs001252.v1.pht006376.v1.p1",560,386,946,"05/16/2017","dbgap"
"8757","phs000847.v2.pht004633.v2.p1",878,1007,1885,"12/02/2016","dbgap"
"8760","phs001954.v1.pht009799.v1.p1",36,53,89,"2020/01/10","dbgap"
"8761","phs001604.v2.pht009984.v1.p1",29,27,56,"2021/07/16","dbgap"
"8763","phs000237.v1.pht002160.v1.p1",26,85,111,"04/18/2011","dbgap"
"8764","phs000286.v6.pht008740.v1.p2",896,1482,2378,"2019/03/11","dbgap"
"8766","phs001488.v1.pht007432.v1.p1",260,293,553,"2018/02/08","dbgap"
"8767","phs001177.v2.pht005667.v2.p1",1475,1882,3357,"2019/11/27","dbgap"
"8769","phs000283.v1.pht001537.v1.p1",3022,3335,6357,"07/26/2010","dbgap"
"8770","phs001441.v1.pht007113.v1.p1",271,294,565,"2017/11/06","dbgap"
"8771","phs000763.v1.pht004253.v1.p1",1848,1709,3557,"01/16/2015","dbgap"
"8772","phs000219.v1.pht001062.v1.p1",664,1054,1718,"01/19/2010","dbgap"
"8774","phs000280.v7.pht006447.v1.p1",717,1008,1725,"2020/06/18","dbgap"
"8775","phs000286.v6.pht008757.v1.p2",1295,2163,3458,"2019/03/11","dbgap"
"8776","phs001036.v1.pht005270.v1.p1",21,13,34,"02/27/2017","dbgap"
"8777","phs002508.v1.pht011500.v1.p1",1,5,6,"2021/08/20","dbgap"
"8778","phs000128.v3.pht000581.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8780","phs000007.v32.pht010735.v1.p13",1563,1823,3386,"2020/12/21","dbgap"
"8781","phs001826.v1.pht009140.v1.p1",2995,3119,6114,"2019/07/16","dbgap"
"8782","phs000128.v3.pht000409.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8783","phs001455.v1.pht007758.v1.p1",1905,3890,5795,"2018/04/04","dbgap"
"8784","phs001206.v1.pht007345.v1.p1",6,6,12,"2018/02/27","dbgap"
"8786","phs000302.v1.pht002176.v1.p1",200,150,350,"08/18/2011","dbgap"
"8787","phs000343.v3.pht003151.v1.p1",1364,780,2144,"03/12/2013","dbgap"
"8788","phs001049.v1.pht005230.v1.p1",17,13,30,"2018/08/18","dbgap"
"8790","phs001406.v1.pht007753.v1.p1",6,7,13,"2019/10/11","dbgap"
"8791","phs001719.v1.pht008919.v1.p1",49,53,102,"2019/05/07","dbgap"
"8792","phs000789.v1.pht004292.v1.p1",998,1410,2408,"10/21/2015","dbgap"
"8793","phs001616.v2.pht008542.v2.p2",9771,11478,21249,"2020/10/27","dbgap"
"8795","phs001860.v1.pht009452.v1.p1",86,120,206,"2020/05/15","dbgap"
"8796","phs001300.v1.pht006720.v1.p1",276,156,432,"2018/01/18","dbgap"
"8797","phs000594.v1.pht006493.v1.p1",3,2,5,"06/12/2017","dbgap"
"8798","phs001578.v1.pht007874.v1.p1",40,42,82,"2018/11/30","dbgap"
"8799","phs000007.v32.pht000670.v7.p13",1036,1244,2280,"2020/12/21","dbgap"
"8800","phs000410.v1.pht002450.v1.p1",30,134,164,"03/11/2014","dbgap"
"8801","phs001493.v2.pht007299.v2.p1",44,24,68,"2020/01/10","dbgap"
"8802","phs001641.v1.pht010038.v1.p1",337,821,1158,"2020/03/24","dbgap"
"8803","phs001349.v2.pht010330.v1.p1",10093,515,10608,"2021/04/07","dbgap"
"8806","phs000285.v3.pht001575.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"8807","phs001561.v1.pht010996.v1.p1",70,65,135,"2021/03/31","dbgap"
"8808","phs000955.v1.pht005451.v1.p1",1744,2385,4129,"06/09/2016","dbgap"
"8809","phs002304.v1.pht010850.v1.p1",377,244,621,"2021/04/07","dbgap"
"8810","phs000182.v2.pht000795.v1.p1",1341,1999,3340,"08/06/2010","dbgap"
"8812","phs001786.v1.pht008839.v1.p1",17,19,36,"2019/08/01","dbgap"
"8813","phs001376.v1.pht006553.v1.p1",4,5,9,"06/15/2017","dbgap"
"8814","phs000904.v1.pht004688.v1.p1",4,4,8,"2018/01/30","dbgap"
"8815","phs001143.v4.pht005903.v1.p1",989,866,1855,"2021/06/01","dbgap"
"8817","phs001313.v1.pht007968.v1.p1",1,4,5,"2018/05/17","dbgap"
"8818","phs000390.v1.pht002328.v1.p1",408,1209,1617,"04/20/2012","dbgap"
"8819","phs000247.v5.pht001288.v5.p3",85,86,171,"07/27/2017","dbgap"
"8821","phs000687.v1.pht003694.v1.p1",905,921,1826,"06/13/2014","dbgap"
"8822","phs002368.v1.pht011043.v1.p1",1,1,2,"2021/03/11","dbgap"
"8823","phs001602.v2.pht009979.v1.p1",5,2,7,"2021/07/16","dbgap"
"8824","phs001232.v4.pht006075.v4.p2",2430,2384,4814,"2021/08/23","dbgap"
"8825","phs000521.v2.pht007039.v2.p1",70,57,127,"2020/03/13","dbgap"
"8826","phs001423.v3.pht008551.v1.p2",640,437,1077,"2021/05/13","dbgap"
"8828","phs000086.v3.pht000216.v1.p1",761,680,1441,"11/04/2014","dbgap"
"8829","phs000768.v2.pht004478.v2.p1",31,22,53,"12/20/2016","dbgap"
"8830","phs001419.v1.pht007097.v1.p1",488,498,986,"2017/12/04","dbgap"
"8831","phs000209.v13.pht003090.v1.p3",364,394,758,"11/05/2014","dbgap"
"8832","phs000285.v3.pht001721.v2.p2",587,642,1229,"08/20/2013","dbgap"
"8833","phs000961.v1.pht005333.v1.p1",1144,1173,2317,"03/07/2016","dbgap"
"8834","phs002050.v1.pht010357.v1.p1",1113,1415,2528,"2020/11/19","dbgap"
"8835","phs000351.v1.pht002205.v1.p1",3506,1229,4735,"05/13/2011","dbgap"
"8837","phs000007.v32.pht000910.v8.p13",1132,1357,2489,"2020/12/21","dbgap"
"8838","phs000091.v2.pht000799.v2.p1",15,30,45,"08/24/2009","dbgap"
"8840","phs000578.v1.pht007006.v1.p1",49,44,93,"2017/10/11","dbgap"
"8841","phs000288.v2.pht002516.v2.p2",1381,1188,2569,"2017/11/06","dbgap"
"8842","phs001238.v2.pht006036.v1.p1",201,551,752,"2018/06/14","dbgap"
"8843","phs001963.v1.pht009828.v1.p1",3885,2953,6838,"2020/11/24","dbgap"
"8844","phs000168.v2.pht000709.v2.p2",4181,5200,9381,"08/27/2012","dbgap"
"8847","phs000827.v3.pht004470.v3.p1",241,351,592,"11/14/2016","dbgap"
"8849","phs001522.v1.pht007729.v1.p1",1915,1898,3813,"2018/04/05","dbgap"
"8850","phs002046.v1.pht010627.v1.p1",69,129,198,"2020/11/02","dbgap"
"8851","phs001906.v1.pht009660.v1.p1",7,9,16,"2019/12/11","dbgap"
"8852","phs000007.v32.pht004374.v6.p13",3249,4083,7332,"2020/12/21","dbgap"
"8853","phs000343.v3.pht002216.v1.p1",1379,785,2164,"03/12/2013","dbgap"
"8855","phs001426.v1.pht006916.v1.p1",43,39,82,"2017/09/19","dbgap"
"8856","phs000086.v3.pht000350.v1.p1",13,23,36,"11/04/2014","dbgap"
"8857","phs000701.v1.pht005524.v1.p1",47,43,90,"06/01/2017","dbgap"
"8859","phs000796.v1.pht005384.v1.p1",1111,2024,3135,"05/17/2016","dbgap"
"8860","phs002030.v1.pht010262.v1.p1",407,231,638,"2020/06/02","dbgap"
"8861","phs000286.v6.pht001970.v2.p2",1033,1812,2845,"2019/03/11","dbgap"
"8862","phs000007.v32.pht000098.v8.p13",1720,1925,3645,"2020/12/21","dbgap"
"8863","phs001518.v1.pht007332.v1.p1",1764,815,2579,"2020/01/07","dbgap"
"8864","phs000343.v3.pht002721.v1.p1",1228,712,1940,"03/12/2013","dbgap"
"8865","phs001882.v1.pht010490.v1.p1",68,49999,50067,"2021/07/20","dbgap"
"8866","phs000007.v32.pht000602.v3.p13",425,648,1073,"2020/12/21","dbgap"
"8868","phs001097.v1.pht005615.v1.p1",1072,1154,2226,"08/09/2016","dbgap"
"8869","phs001333.v2.pht006524.v2.p1",9,11,20,"2019/08/29","dbgap"
"8870","phs001311.v1.pht007936.v1.p1",8,14,22,"2018/05/15","dbgap"
"8871","phs000007.v32.pht002895.v2.p13",184,252,436,"2020/12/21","dbgap"
"8872","phs000007.v32.pht002146.v7.p13",2111,2426,4537,"2020/12/21","dbgap"
"8873","phs001959.v1.pht009791.v1.p1",2,3,5,"2020/03/05","dbgap"
"8875","phs001543.v2.pht009914.v1.p1",265,84,349,"2021/07/08","dbgap"
"8876","phs001779.v1.pht010204.v1.p1",47,127,174,"2020/06/25","dbgap"
"8877","phs000894.v1.pht004659.v1.p1",320,235,555,"05/12/2015","dbgap"
"8879","phs001107.v1.pht005490.v1.p1",3,3,6,"05/26/2016","dbgap"
"8882","phs000185.v7.pht003282.v3.p1",8,8,16,"2020/04/29","dbgap"
"8883","phs001473.v1.pht009687.v1.p1",38,23,61,"2020/12/15","dbgap"
"8884","phs001782.v2.pht008798.v2.p1",327,465,792,"2021/07/02","dbgap"
"8885","phs001684.v1.pht008390.v1.p1",16,18,34,"2018/09/19","dbgap"
"8886","phs000698.v1.pht007675.v1.p1",17,29,46,"2018/03/23","dbgap"
"8887","phs001458.v1.pht007778.v1.p1",5868,5910,11778,"2018/04/12","dbgap"
"8888","phs000209.v13.pht003086.v3.p3",91,107,198,"11/05/2014","dbgap"
"8889","phs001489.v2.pht008582.v2.p2",6057,6807,12864,"2021/03/18","dbgap"
"8891","phs002334.v1.pht010959.v1.p1",11,18,29,"2021/02/12","dbgap"
"8892","phs001007.v1.pht005066.v1.p1",19,4,23,"11/30/2015","dbgap"
"8893","phs000286.v6.pht001941.v2.p2",281,555,836,"2019/03/11","dbgap"
"8894","phs001107.v1.pht005488.v1.p1",3,3,6,"05/26/2016","dbgap"
"8895","phs000086.v3.pht000284.v1.p1",706,643,1349,"11/04/2014","dbgap"
"8897","phs001392.v1.pht006896.v1.p1",17,10,27,"2017/09/22","dbgap"
"8898","phs001862.v1.pht009748.v1.p1",278,380,658,"2019/12/26","dbgap"
"8899","phs001233.v1.pht005943.v1.p1",3,3,6,"11/21/2016","dbgap"
"8900","phs001095.v1.pht005620.v1.p1",421,437,858,"09/28/2016","dbgap"
"8901","phs001124.v1.pht009256.v1.p1",47,228,275,"2019/07/22","dbgap"
"8902","phs000360.v3.pht003251.v2.p1",8474,10189,18663,"08/05/2016","dbgap"
"8903","phs000285.v3.pht001720.v2.p2",888,957,1845,"08/20/2013","dbgap"
"8904","phs000286.v6.pht008769.v1.p2",940,1572,2512,"2019/03/11","dbgap"
"8905","phs002071.v1.pht010455.v1.p1",14,10,24,"2020/12/10","dbgap"
"8906","phs000007.v32.pht000149.v7.p13",2103,2646,4749,"2020/12/21","dbgap"
"8907","phs000088.v1.pht000072.v1.p1",587,619,1206,"01/06/2010","dbgap"
"8908","phs000086.v3.pht000356.v1.p1",183,185,368,"11/04/2014","dbgap"
"8909","phs001884.v1.pht009640.v1.p1",81,273,354,"2019/11/27","dbgap"
"8910","phs002252.v1.pht010670.v1.p1",9,4,13,"2021/01/06","dbgap"
"8911","phs001805.v1.pht008954.v1.p1",2,2,4,"2019/04/09","dbgap"
"8916","phs000509.v1.pht004313.v1.p1",55,23,78,"02/18/2015","dbgap"
"8918","phs001366.v1.pht006577.v1.p1",3,9,12,"2017/12/04","dbgap"
"8919","phs002235.v1.pht011081.v1.p1",19,18,37,"2021/03/25","dbgap"
"8920","phs000280.v7.pht006489.v2.p1",665,879,1544,"2020/06/18","dbgap"
"8923","phs001823.v1.pht009058.v1.p1",169,92,261,"2019/08/07","dbgap"
"8924","phs002015.v1.pht010368.v1.p1",250,310,560,"2020/09/18","dbgap"
"8926","phs001442.v3.pht010302.v1.p2",237,209,446,"2021/08/13","dbgap"
"8927","phs000285.v3.pht001568.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"8928","phs000874.v1.pht004657.v1.p1",498,452,950,"04/13/2015","dbgap"
"8929","phs001072.v1.pht005355.v1.p1",42,15,57,"03/31/2016","dbgap"
"8930","phs000607.v3.pht003446.v2.p2",764,837,1601,"2018/05/01","dbgap"
"8932","phs000007.v32.pht000824.v7.p13",2050,2552,4602,"2020/12/21","dbgap"
"8933","phs000804.v1.pht005374.v1.p1",53,49,102,"09/06/2016","dbgap"
"8934","phs000007.v32.pht005159.v4.p13",1792,1677,3469,"2020/12/21","dbgap"
"8935","phs001662.v2.pht010068.v1.p1",843,758,1601,"2021/08/19","dbgap"
"8937","phs002063.v1.pht010407.v1.p1",21,13,34,"2020/07/24","dbgap"
"8938","phs000831.v1.pht004905.v1.p1",84,73,157,"08/13/2015","dbgap"
"8939","phs000285.v3.pht001741.v2.p2",75,93,168,"08/20/2013","dbgap"
"8940","phs001853.v1.pht009812.v1.p1",11,4,15,"2020/02/19","dbgap"
"8941","phs000269.v1.pht001497.v1.p1",371,323,694,"08/05/2010","dbgap"
"8942","phs000888.v1.pht005557.v1.p1",556,694,1250,"08/12/2016","dbgap"
"8943","phs000007.v32.pht010736.v1.p13",91,75,166,"2020/12/21","dbgap"
"8944","phs000809.v1.pht004347.v1.p1",6,2,8,"11/07/2014","dbgap"
"8946","phs000209.v13.pht003378.v1.p3",940,907,1847,"11/05/2014","dbgap"
"8947","phs000280.v7.pht006474.v1.p1",1050,1267,2317,"2020/06/18","dbgap"
"8948","phs000285.v3.pht001769.v1.p2",1,4,5,"08/20/2013","dbgap"
"8949","phs001437.v1.pht006809.v1.p1",157,83,240,"2019/09/11","dbgap"
"8951","phs001853.v1.pht009811.v1.p1",11,4,15,"2020/02/19","dbgap"
"8952","phs001488.v1.pht007418.v1.p1",260,293,553,"2018/02/08","dbgap"
"8954","phs001326.v1.pht007823.v1.p1",21,2,23,"2018/04/16","dbgap"
"8955","phs002493.v1.pht011462.v1.p1",57,32,89,"2021/09/21","dbgap"
"8956","phs000286.v6.pht008723.v1.p2",1081,1910,2991,"2019/03/11","dbgap"
"8958","phs000007.v32.pht000011.v3.p13",1609,2103,3712,"2020/12/21","dbgap"
"8961","phs001208.v2.pht008658.v1.p1",2523,2892,5415,"2019/08/10","dbgap"
"8962","phs000820.v1.pht004333.v1.p1",410,133,543,"11/13/2015","dbgap"
"8963","phs001828.v1.pht009368.v1.p1",799,593,1392,"2019/08/01","dbgap"
"8964","phs000494.v1.pht002800.v1.p1",2543,2019,4562,"07/19/2012","dbgap"
"8965","phs001814.v1.pht009008.v1.p1",149,130,279,"2019/06/03","dbgap"
"8967","phs000357.v2.pht002330.v2.p1",85,748,833,"2018/09/19","dbgap"
"8968","phs000547.v1.pht003004.v1.p1",20,18,38,"10/18/2012","dbgap"
"8969","phs001955.v1.pht009793.v1.p1",6342,6346,12688,"2020/07/06","dbgap"
"8970","phs000128.v3.pht000463.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8971","phs000542.v1.pht003016.v1.p1",2,2,4,"10/24/2012","dbgap"
"8972","phs002433.v1.pht011257.v1.p1",22,16,38,"2021/05/27","dbgap"
"8973","phs000086.v3.pht000255.v1.p1",761,680,1441,"11/04/2014","dbgap"
"8976","phs000280.v7.pht006450.v1.p1",720,1009,1729,"2020/06/18","dbgap"
"8977","phs001543.v2.pht009913.v1.p1",265,84,349,"2021/07/08","dbgap"
"8978","phs001872.v1.pht009363.v1.p1",292,311,603,"2019/07/31","dbgap"
"8979","phs001419.v1.pht007090.v1.p1",487,497,984,"2017/12/04","dbgap"
"8980","phs000422.v1.pht003225.v1.p1",67,124,191,"05/14/2013","dbgap"
"8982","phs000671.v1.pht003547.v1.p1",9,1,10,"10/25/2013","dbgap"
"8984","phs001304.v1.pht008313.v1.p1",60,81,141,"2018/10/05","dbgap"
"8985","phs000734.v1.pht003772.v1.p1",409,285,694,"04/04/2014","dbgap"
"8986","phs000169.v1.pht000731.v1.p1",1367,1435,2802,"12/03/2009","dbgap"
"8987","phs000387.v1.pht002443.v1.p1",716,194,910,"12/19/2011","dbgap"
"8990","phs000739.v1.pht003825.v1.p1",5,2,7,"05/02/2014","dbgap"
"8991","phs001001.v1.pht005653.v1.p1",811,214,1025,"2018/02/28","dbgap"
"8992","phs001899.v2.pht009570.v2.p1",883,997,1880,"2020/11/02","dbgap"
"8993","phs000495.v1.pht002867.v1.p1",599,425,1024,"08/22/2012","dbgap"
"8994","phs000287.v7.pht001467.v1.p1",2105,2647,4752,"2020/01/23","dbgap"
"8995","phs001123.v2.pht006061.v2.p1",3904,6281,10185,"2019/09/16","dbgap"
"8996","phs000497.v3.pht002711.v3.p2",252,164,416,"10/07/2016","dbgap"
"8997","phs001318.v1.pht008032.v1.p1",27,13,40,"2018/05/31","dbgap"
"8998","phs001055.v1.pht005915.v1.p1",413,404,817,"2017/08/16","dbgap"
"8999","phs000007.v32.pht002571.v2.p13",242,201,443,"2020/12/21","dbgap"
"9000","phs001845.v1.pht009409.v1.p1",5,3,8,"2019/08/27","dbgap"
"9001","phs002335.v1.pht010940.v1.p1",6,6,12,"2021/02/08","dbgap"
"9002","phs001700.v1.pht008502.v1.p1",39,85,124,"2020/11/24","dbgap"
"9003","phs000226.v2.pht002289.v1.p1",1565,2424,3989,"07/18/2011","dbgap"
"9006","phs001936.v1.pht009648.v1.p1",2,7,9,"2020/01/21","dbgap"
"9008","phs000182.v2.pht000797.v1.p1",1375,2028,3403,"08/06/2010","dbgap"
"9009","phs001238.v2.pht006035.v1.p1",201,551,752,"2018/06/14","dbgap"
"9010","phs001065.v1.pht005422.v1.p1",293,308,601,"05/24/2016","dbgap"
"9011","phs001392.v1.pht006889.v1.p1",10,6,16,"2017/09/22","dbgap"
"9012","phs001910.v1.pht009535.v1.p1",22,24,46,"2019/10/15","dbgap"
"9013","phs000007.v32.pht001893.v8.p13",1748,1601,3349,"2020/12/21","dbgap"
"9015","phs000852.v1.pht006696.v1.p1",419,365,784,"07/26/2017","dbgap"
"9016","phs000007.v32.pht000210.v8.p13",2112,2444,4556,"2020/12/21","dbgap"
"9017","phs002499.v1.pht011449.v1.p1",6,3,9,"2021/08/05","dbgap"
"9018","phs000910.v1.pht004726.v1.p1",4063,3942,8005,"08/20/2015","dbgap"
"9019","phs001331.v2.pht006924.v2.p1",543,362,905,"2019/08/30","dbgap"
"9020","phs001955.v1.pht009795.v1.p1",6342,6346,12688,"2020/07/06","dbgap"
"9021","phs000494.v1.pht002798.v1.p1",2543,2019,4562,"07/19/2012","dbgap"
"9022","phs001585.v1.pht008828.v1.p1",257,181,438,"2019/03/18","dbgap"
"9023","phs002176.v2.pht010948.v1.p1",18,20,38,"2021/05/10","dbgap"
"9024","phs001071.v1.pht005344.v1.p1",26,22,48,"2017/09/27","dbgap"
"9025","phs000782.v1.pht003990.v1.p1",15,1,16,"2017/10/04","dbgap"
"9026","phs001347.v2.pht006796.v2.p1",147,120,267,"2017/12/29","dbgap"
"9027","phs001686.v1.pht008564.v1.p1",3,3,6,"2018/11/26","dbgap"
"9029","phs001546.v2.pht009975.v1.p1",5,1,6,"2021/07/14","dbgap"
"9030","phs000837.v1.pht004438.v1.p1",3,3,6,"01/26/2015","dbgap"
"9031","phs001065.v1.pht005402.v1.p1",290,308,598,"05/24/2016","dbgap"
"9032","phs000293.v1.pht003367.v1.p1",755,1318,2073,"07/25/2013","dbgap"
"9033","phs001702.v1.pht008427.v1.p1",13,147,160,"2018/10/02","dbgap"
"9036","phs001180.v2.pht006991.v1.p1",2194,2264,4458,"2020/06/29","dbgap"
"9037","phs000378.v1.pht002319.v1.p1",438,813,1251,"04/23/2014","dbgap"
"9038","phs001423.v3.pht006984.v3.p2",973,678,1651,"2021/05/13","dbgap"
"9039","phs000007.v32.pht005160.v3.p13",1442,1537,2979,"2020/12/21","dbgap"
"9040","phs001078.v1.pht005725.v1.p1",8174,9550,17724,"2018/09/14","dbgap"
"9041","phs001889.v1.pht009737.v1.p1",10,7,17,"2019/12/26","dbgap"
"9042","phs001252.v1.pht006369.v1.p1",1683,1050,2733,"05/16/2017","dbgap"
"9044","phs000864.v1.pht004493.v1.p1",3976,16,3992,"05/08/2015","dbgap"
"9046","phs000979.v3.pht005193.v2.p2",607,363,970,"2019/09/16","dbgap"
"9047","phs000286.v6.pht001960.v2.p2",673,967,1640,"2019/03/11","dbgap"
"9048","phs001488.v1.pht007426.v1.p1",260,293,553,"2018/02/08","dbgap"
"9049","phs000205.v6.pht003014.v2.p2",21065,14622,35687,"06/13/2016","dbgap"
"9050","phs001095.v1.pht005618.v1.p1",421,437,858,"07/01/2016","dbgap"
"9052","phs000286.v6.pht008789.v1.p2",893,1477,2370,"2019/03/11","dbgap"
"9053","phs001327.v2.pht011182.v1.p1",13724,11941,25665,"2021/05/07","dbgap"
"9054","phs000380.v1.pht002457.v1.p1",199,783,982,"01/13/2012","dbgap"
"9055","phs000888.v1.pht005589.v1.p1",7247,11680,18927,"08/12/2016","dbgap"
"9057","phs000521.v2.pht007036.v2.p1",40,32,72,"2020/03/13","dbgap"
"9059","phs000280.v7.pht004043.v2.p1",2878,3381,6259,"2020/06/18","dbgap"
"9060","phs001357.v1.pht006697.v1.p1",41,33,74,"07/26/2017","dbgap"
"9061","phs000339.v2.pht002136.v1.p1",11,16,27,"02/22/2013","dbgap"
"9063","phs001169.v2.pht006185.v2.p1",104,28,132,"2020/06/10","dbgap"
"9064","phs001180.v2.pht006990.v2.p1",2179,2248,4427,"2020/06/29","dbgap"
"9066","phs000848.v1.pht004410.v1.p1",1,2,3,"12/10/2014","dbgap"
"9068","phs001380.v1.pht009228.v1.p1",2337,959,3296,"2019/10/11","dbgap"
"9069","phs000994.v1.pht005063.v1.p1",12,7,19,"11/02/2015","dbgap"
"9071","phs001556.v1.pht007846.v1.p1",67,33,100,"2018/04/20","dbgap"
"9073","phs000759.v1.pht003912.v1.p1",8,10,18,"06/20/2014","dbgap"
"9076","phs000017.v3.pht000369.v1.p1",131,284,415,"Wed Nov 26 07:49:55 2008","dbgap"
"9077","phs001717.v1.pht008580.v1.p1",152,150,302,"2019/03/11","dbgap"
"9078","phs000171.v1.pht000776.v1.p1",329,669,998,"12/11/2009","dbgap"
"9079","phs000358.v1.pht002241.v1.p1",763,620,1383,"05/23/2011","dbgap"
"9080","phs001430.v2.pht008086.v2.p1",11,9,20,"2020/02/06","dbgap"
"9081","phs001444.v2.pht006961.v1.p1",190,138,328,"2019/11/04","dbgap"
"9082","phs001158.v2.pht005593.v2.p1",11,10,21,"2019/02/05","dbgap"
"9083","phs001660.v1.pht008413.v1.p1",59,44,103,"2018/10/05","dbgap"
"9084","phs001154.v1.pht008376.v1.p1",7278,3340,10618,"2018/09/17","dbgap"
"9085","phs001217.v3.pht007765.v1.p1",981,882,1863,"2021/06/08","dbgap"
"9088","phs002046.v1.pht010625.v1.p1",1332,4028,5360,"2020/11/02","dbgap"
"9090","phs002244.v1.pht010550.v1.p1",23,10,33,"2020/10/02","dbgap"
"9091","phs001662.v2.pht010055.v1.p1",843,758,1601,"2021/08/19","dbgap"
"9092","phs000086.v3.pht000628.v1.p1",71,67,138,"11/04/2014","dbgap"
"9093","phs002408.v1.pht011160.v1.p1",4,3,7,"2021/04/28","dbgap"
"9094","phs001045.v1.pht009261.v1.p1",169,154,323,"2019/07/25","dbgap"
"9095","phs000598.v2.pht003324.v2.p2",42,9,51,"10/28/2013","dbgap"
"9096","phs000884.v1.pht004602.v1.p1",146,94,240,"03/17/2015","dbgap"
"9097","phs001935.v1.pht009767.v1.p1",6,6,12,"2020/02/06","dbgap"
"9098","phs000473.v2.pht002601.v2.p2",6600,5780,12380,"08/15/2016","dbgap"
"9099","phs001588.v1.pht007962.v1.p1",34212,45997,80209,"2018/07/18","dbgap"
"9100","phs001932.v1.pht009657.v1.p1",722,678,1400,"2019/12/16","dbgap"
"9102","phs001931.v1.pht009678.v1.p1",10,26,36,"2020/02/03","dbgap"
"9103","phs000007.v32.pht003309.v5.p13",1914,2417,4331,"2020/12/21","dbgap"
"9105","phs001954.v1.pht009796.v1.p1",36,53,89,"2020/01/10","dbgap"
"9106","phs000287.v7.pht001487.v1.p1",2375,3156,5531,"2020/01/23","dbgap"
"9107","phs000007.v32.pht000748.v7.p13",1433,1752,3185,"2020/12/21","dbgap"
"9111","phs001855.v1.pht009250.v1.p1",277,323,600,"2019/07/29","dbgap"
"9112","phs000007.v32.pht000040.v5.p13",2294,2785,5079,"2020/12/21","dbgap"
"9113","phs001932.v1.pht009654.v1.p1",722,678,1400,"2019/12/16","dbgap"
"9114","phs000007.v32.pht000201.v2.p13",561,772,1333,"2020/12/21","dbgap"
