"ega_stable_id";"male";"female";"unknown";"total";"date_study";"repository"
"EGAS00001000460";"0";"0";"106";"106";"2013-03-20";"EGA"
"EGAS00001000462";"0";"486";"5404";"5890";"2013-03-21";"EGA"
"EGAS00001000464";"0";"0";"4";"4";"2013-03-25";"EGA"
"EGAS00001000466";"0";"0";"341";"341";"2013-03-26";"EGA"
"EGAS00001000468";"0";"0";"144";"144";"2013-03-26";"EGA"
"EGAS00001000470";"0";"0";"1";"1";"2013-03-26";"EGA"
"EGAS00001000472";"0";"0";"24";"24";"2013-03-27";"EGA"
"EGAS00001000474";"0";"0";"20";"20";"2013-03-27";"EGA"
"EGAS00001000476";"0";"0";"52069";"52069";"2013-04-04";"EGA"
"EGAS00001000478";"0";"0";"8";"8";"2013-04-05";"EGA"
"EGAS00001000480";"0";"0";"100";"100";"2013-04-09";"EGA"
"EGAS00001000482";"0";"0";"6";"6";"2013-04-09";"EGA"
"EGAS00001000484";"5";"0";"0";"5";"2013-04-09";"EGA"
"EGAS00001000486";"0";"0";"10";"10";"2013-04-12";"EGA"
"EGAS00001000488";"12";"21";"35";"68";"2013-04-17";"EGA"
"EGAS00001000490";"0";"0";"6";"6";"2013-04-22";"EGA"
"EGAS00001000492";"0";"0";"35";"35";"2013-04-23";"EGA"
"EGAS00001000495";"0";"251";"0";"251";"2013-04-23";"EGA"
"EGAS00001000501";"0";"0";"33";"33";"2013-05-01";"EGA"
"EGAS00001000505";"0";"0";"20";"20";"2013-05-08";"EGA"
"EGAS00001000506";"0";"0";"89";"89";"2013-05-08";"EGA"
"EGAS00001000509";"156";"56";"0";"212";"2013-05-13";"EGA"
"EGAS00001000510";"0";"0";"72";"72";"2013-05-13";"EGA"
"EGAS00001000511";"0";"0";"1156";"1156";"2013-05-15";"EGA"
"EGAS00001000513";"75";"56";"18";"149";"2013-05-20";"EGA"
"EGAS00001000514";"0";"0";"2329";"2329";"2013-05-20";"EGA"
"EGAS00001000515";"0";"0";"166";"166";"2013-05-22";"EGA"
"EGAS00001000518";"0";"0";"107";"107";"2013-05-24";"EGA"
"EGAS00001000520";"0";"0";"1";"1";"2013-05-24";"EGA"
"EGAS00001000521";"0";"0";"30";"30";"2013-05-24";"EGA"
"EGAS00001000522";"1";"0";"182";"183";"2013-05-28";"EGA"
"EGAS00001000523";"0";"0";"150";"150";"2013-05-28";"EGA"
"EGAS00001000525";"0";"0";"288";"288";"2013-05-31";"EGA"
"EGAS00001000526";"2";"0";"188";"190";"2013-06-03";"EGA"
"EGAS00001000528";"0";"0";"2";"2";"2013-06-05";"EGA"
"EGAS00001000530";"145";"152";"405";"702";"2013-06-10";"EGA"
"EGAS00001000531";"0";"0";"6";"6";"2013-06-10";"EGA"
"EGAS00001000532";"0";"0";"1195";"1195";"2013-06-10";"EGA"
"EGAS00001000533";"0";"0";"2";"2";"2013-06-11";"EGA"
"EGAS00001000534";"28";"26";"0";"54";"2013-06-12";"EGA"
"EGAS00001000536";"0";"0";"50";"50";"2013-06-14";"EGA"
"EGAS00001000544";"0";"0";"179";"179";"2013-06-17";"EGA"
"EGAS00001000545";"143";"205";"1655";"2003";"2013-06-20";"EGA"
"EGAS00001000546";"0";"0";"66";"66";"2013-06-25";"EGA"
"EGAS00001000547";"0";"131";"73";"204";"2013-06-25";"EGA"
"EGAS00001000549";"0";"0";"54";"54";"2013-06-26";"EGA"
"EGAS00001000551";"0";"0";"57";"57";"2013-07-02";"EGA"
"EGAS00001000552";"643";"942";"76";"1661";"2013-07-03";"EGA"
"EGAS00001000554";"0";"0";"22";"22";"2013-07-06";"EGA"
"EGAS00001000557";"0";"0";"12";"12";"2013-07-10";"EGA"
"EGAS00001000558";"2";"2";"0";"4";"2013-07-11";"EGA"
"EGAS00001000559";"5993";"1057";"4";"7054";"2013-07-19";"EGA"
"EGAS00001000561";"0";"0";"150";"150";"2013-07-24";"EGA"
"EGAS00001000562";"0";"0";"2";"2";"2013-07-25";"EGA"
"EGAS00001000563";"0";"0";"18";"18";"2013-07-25";"EGA"
"EGAS00001000564";"0";"0";"96";"96";"2013-07-26";"EGA"
"EGAS00001000565";"0";"0";"13";"13";"2013-07-26";"EGA"
"EGAS00001000566";"0";"0";"1";"1";"2013-07-28";"EGA"
"EGAS00001000567";"0";"0";"452";"452";"2013-07-30";"EGA"
"EGAS00001000569";"0";"0";"400";"400";"2013-07-31";"EGA"
"EGAS00001000570";"300";"286";"2776";"3362";"2013-07-31";"EGA"
"EGAS00001000571";"0";"0";"1";"1";"2013-08-01";"EGA"
"EGAS00001000572";"32";"20";"0";"52";"2013-08-01";"EGA"
"EGAS00001000574";"0";"0";"1629";"1629";"2013-08-07";"EGA"
"EGAS00001000575";"19";"16";"28";"63";"2013-08-08";"EGA"
"EGAS00001000578";"0";"0";"19";"19";"2013-09-11";"EGA"
"EGAS00001000579";"0";"0";"102";"102";"2013-09-13";"EGA"
"EGAS00001000580";"6";"0";"0";"6";"2013-09-17";"EGA"
"EGAS00001000582";"33";"9";"2";"44";"2013-09-20";"EGA"
"EGAS00001000586";"21";"39";"112";"172";"2013-09-25";"EGA"
"EGAS00001000587";"0";"0";"364";"364";"2013-09-26";"EGA"
"EGAS00001000588";"0";"0";"8";"8";"2013-09-26";"EGA"
"EGAS00001000589";"0";"0";"4";"4";"2013-09-26";"EGA"
"EGAS00001000590";"0";"0";"4";"4";"2013-09-26";"EGA"
"EGAS00001000591";"0";"0";"2";"2";"2013-09-26";"EGA"
"EGAS00001000592";"0";"12";"673";"685";"2013-09-30";"EGA"
"EGAS00001000593";"6";"0";"521";"527";"2013-10-02";"EGA"
"EGAS00001000596";"0";"36";"924";"960";"2013-10-11";"EGA"
"EGAS00001000597";"0";"0";"190";"190";"2013-10-12";"EGA"
"EGAS00001000598";"0";"0";"1357";"1357";"2013-10-14";"EGA"
"EGAS00001000599";"9";"3";"0";"12";"2013-10-14";"EGA"
"EGAS00001000600";"0";"0";"86";"86";"2013-10-15";"EGA"
"EGAS00001000602";"0";"0";"5";"5";"2013-10-16";"EGA"
"EGAS00001000603";"0";"0";"454";"454";"2013-10-16";"EGA"
"EGAS00001000604";"344";"108";"0";"452";"2013-10-17";"EGA"
"EGAS00001000606";"0";"0";"3";"3";"2013-10-17";"EGA"
"EGAS00001000607";"0";"0";"569";"569";"2013-10-21";"EGA"
"EGAS00001000610";"0";"0";"705";"705";"2013-10-22";"EGA"
"EGAS00001000612";"0";"0";"45";"45";"2013-10-24";"EGA"
"EGAS00001000613";"0";"0";"6";"6";"2013-10-24";"EGA"
"EGAS00001000615";"0";"0";"10";"10";"2013-10-24";"EGA"
"EGAS00001000616";"0";"0";"52";"52";"2013-10-24";"EGA"
"EGAS00001000617";"0";"0";"14";"14";"2013-10-28";"EGA"
"EGAS00001000619";"0";"0";"10";"10";"2013-10-31";"EGA"
"EGAS00001000620";"0";"0";"247";"247";"2013-10-31";"EGA"
"EGAS00001000621";"20";"10";"0";"30";"2013-11-01";"EGA"
"EGAS00001000622";"0";"0";"190";"190";"2013-11-05";"EGA"
"EGAS00001000625";"0";"45";"0";"45";"2013-11-12";"EGA"
"EGAS00001000626";"0";"0";"32";"32";"2013-11-12";"EGA"
"EGAS00001000627";"0";"0";"38";"38";"2013-11-13";"EGA"
"EGAS00001000641";"0";"0";"126";"126";"2013-11-26";"EGA"
"EGAS00001000642";"0";"0";"18";"18";"2013-11-27";"EGA"
"EGAS00001000643";"0";"0";"305";"305";"2013-11-27";"EGA"
"EGAS00001000644";"1727";"1872";"7";"3606";"2013-11-28";"EGA"
"EGAS00001000648";"0";"0";"993";"993";"2013-12-11";"EGA"
"EGAS00001000649";"0";"0";"8";"8";"2013-12-11";"EGA"
"EGAS00001000650";"0";"0";"113";"113";"2013-12-12";"EGA"
"EGAS00001000651";"0";"0";"330";"330";"2013-12-13";"EGA"
"EGAS00001000653";"0";"0";"50";"50";"2013-12-17";"EGA"
"EGAS00001000654";"0";"0";"1565";"1565";"2013-12-17";"EGA"
"EGAS00001000655";"0";"0";"62";"62";"2013-12-17";"EGA"
"EGAS00001000659";"0";"0";"25";"25";"2013-12-23";"EGA"
"EGAS00001000660";"0";"0";"2";"2";"2013-12-24";"EGA"
"EGAS00001000661";"6";"10";"0";"16";"2013-12-26";"EGA"
"EGAS00001000662";"12";"4";"2";"18";"2014-01-09";"EGA"
"EGAS00001000663";"0";"0";"48";"48";"2014-01-09";"EGA"
"EGAS00001000664";"50";"78";"0";"128";"2014-01-09";"EGA"
"EGAS00001000665";"9";"36";"0";"45";"2014-01-13";"EGA"
"EGAS00001000667";"62";"26";"0";"88";"2014-01-14";"EGA"
"EGAS00001000668";"24";"24";"0";"48";"2014-01-15";"EGA"
"EGAS00001000669";"47";"21";"0";"68";"2014-01-20";"EGA"
"EGAS00001000671";"0";"0";"62";"62";"2014-01-21";"EGA"
"EGAS00001000673";"0";"0";"68";"68";"2014-01-21";"EGA"
"EGAS00001000674";"16";"208";"164";"388";"2014-01-21";"EGA"
"EGAS00001000677";"0";"0";"198";"198";"2014-01-22";"EGA"
"EGAS00001000678";"1584";"552";"0";"2136";"2014-01-23";"EGA"
"EGAS00001000679";"0";"0";"76";"76";"2014-01-24";"EGA"
"EGAS00001000680";"70";"200";"20";"290";"2014-01-24";"EGA"
"EGAS00001000685";"0";"0";"16";"16";"2014-01-28";"EGA"
"EGAS00001000689";"168";"140";"480";"788";"2014-01-30";"EGA"
"EGAS00001000691";"0";"0";"6";"6";"2014-02-05";"EGA"
"EGAS00001000692";"0";"0";"60";"60";"2014-02-05";"EGA"
"EGAS00001000698";"59";"77";"152";"288";"2014-02-06";"EGA"
"EGAS00001000703";"0";"0";"170";"170";"2014-02-07";"EGA"
"EGAS00001000704";"0";"75";"1102";"1177";"2014-02-07";"EGA"
"EGAS00001000706";"4";"12";"24";"40";"2014-02-18";"EGA"
"EGAS00001000707";"0";"0";"401";"401";"2014-02-18";"EGA"
"EGAS00001000708";"0";"0";"99";"99";"2014-02-19";"EGA"
"EGAS00001000709";"0";"0";"176";"176";"2014-02-20";"EGA"
"EGAS00001000711";"0";"0";"155";"155";"2014-02-25";"EGA"
"EGAS00001000712";"0";"0";"106";"106";"2014-02-26";"EGA"
"EGAS00001000713";"0";"0";"3781";"3781";"2014-02-26";"EGA"
"EGAS00001000714";"0";"0";"38";"38";"2014-02-28";"EGA"
"EGAS00001000716";"0";"0";"16";"16";"2014-02-28";"EGA"
"EGAS00001000717";"0";"0";"130";"130";"2014-03-05";"EGA"
"EGAS00001000718";"0";"0";"6";"6";"2014-03-05";"EGA"
"EGAS00001000719";"8";"0";"0";"8";"2014-03-06";"EGA"
"EGAS00001000720";"0";"0";"54";"54";"2014-03-06";"EGA"
"EGAS00001000721";"0";"0";"54";"54";"2014-03-06";"EGA"
"EGAS00001000722";"0";"0";"106";"106";"2014-03-07";"EGA"
"EGAS00001000723";"9091";"1660";"208";"10959";"2014-03-07";"EGA"
"EGAS00001000724";"7774";"1294";"7";"9075";"2014-03-07";"EGA"
"EGAS00001000725";"10418";"1831";"96";"12345";"2014-03-07";"EGA"
"EGAS00001000726";"3486";"764";"261";"4511";"2014-03-07";"EGA"
"EGAS00001000727";"404";"8";"0";"412";"2014-03-07";"EGA"
"EGAS00001000728";"0";"0";"64";"64";"2014-03-07";"EGA"
"EGAS00001000729";"0";"0";"80";"80";"2014-03-10";"EGA"
"EGAS00001000730";"0";"0";"94";"94";"2014-03-14";"EGA"
"EGAS00001000731";"0";"0";"14";"14";"2014-03-14";"EGA"
"EGAS00001000732";"0";"0";"335";"335";"2014-03-14";"EGA"
"EGAS00001000733";"0";"0";"7";"7";"2014-03-17";"EGA"
"EGAS00001000734";"0";"0";"1";"1";"2014-03-18";"EGA"
"EGAS00001000736";"76";"26";"30";"132";"2014-03-18";"EGA"
"EGAS00001000737";"73";"41";"0";"114";"2014-03-19";"EGA"
"EGAS00001000738";"10";"18";"0";"28";"2014-03-20";"EGA"
"EGAS00001000740";"0";"0";"6";"6";"2014-03-20";"EGA"
"EGAS00001000741";"0";"0";"4";"4";"2014-03-20";"EGA"
"EGAS00001000742";"0";"0";"6";"6";"2014-03-20";"EGA"
"EGAS00001000743";"0";"0";"24";"24";"2014-03-20";"EGA"
"EGAS00001000744";"0";"0";"253";"253";"2014-03-21";"EGA"
"EGAS00001000747";"0";"0";"177";"177";"2014-03-26";"EGA"
"EGAS00001000749";"6";"6";"0";"12";"2014-03-27";"EGA"
"EGAS00001000750";"0";"0";"44";"44";"2014-03-28";"EGA"
"EGAS00001000751";"0";"0";"18";"18";"2014-03-28";"EGA"
"EGAS00001000752";"286";"328";"0";"614";"2014-03-28";"EGA"
"EGAS00001000753";"256";"318";"116";"690";"2014-03-28";"EGA"
"EGAS00001000756";"0";"0";"26";"26";"2014-03-31";"EGA"
"EGAS00001000758";"0";"0";"12";"12";"2014-04-02";"EGA"
"EGAS00001000760";"0";"49";"0";"49";"2014-04-03";"EGA"
"EGAS00001000761";"17";"17";"0";"34";"2014-04-03";"EGA"
"EGAS00001000762";"81";"71";"494";"646";"2014-04-07";"EGA"
"EGAS00001000763";"0";"0";"11";"11";"2014-04-08";"EGA"
"EGAS00001000764";"0";"0";"192";"192";"2014-04-10";"EGA"
"EGAS00001000765";"0";"0";"1860";"1860";"2014-04-10";"EGA"
"EGAS00001000767";"0";"0";"32";"32";"2014-04-11";"EGA"
"EGAS00001000768";"0";"0";"2";"2";"2014-04-14";"EGA"
"EGAS00001000769";"76";"74";"0";"150";"2014-04-15";"EGA"
"EGAS00001000775";"129297";"113048";"72469";"314814";"2014-04-28";"EGA"
"EGAS00001000789";"0";"0";"14";"14";"2014-04-30";"EGA"
"EGAS00001000790";"0";"0";"341";"341";"2014-04-30";"EGA"
"EGAS00001000793";"18";"16";"0";"34";"2014-04-30";"EGA"
"EGAS00001000800";"151";"0";"22";"173";"2014-05-06";"EGA"
"EGAS00001000805";"0";"2513";"0";"2513";"2014-05-06";"EGA"
"EGAS00001000808";"0";"0";"541";"541";"2014-05-08";"EGA"
"EGAS00001000809";"17";"26";"0";"43";"2014-05-08";"EGA"
"EGAS00001000812";"0";"0";"33";"33";"2014-05-09";"EGA"
"EGAS00001000813";"0";"0";"8";"8";"2014-05-09";"EGA"
"EGAS00001000814";"0";"0";"5817";"5817";"2014-05-09";"EGA"
"EGAS00001000815";"0";"0";"88";"88";"2014-05-13";"EGA"
"EGAS00001000816";"0";"0";"66";"66";"2014-05-13";"EGA"
"EGAS00001000824";"75";"32";"0";"107";"2014-05-15";"EGA"
"EGAS00001000825";"14";"10";"4478";"4502";"2014-05-19";"EGA"
"EGAS00001000826";"0";"0";"37";"37";"2014-05-19";"EGA"
"EGAS00001000828";"1";"0";"461";"462";"2014-05-22";"EGA"
"EGAS00001000830";"0";"0";"18";"18";"2014-05-22";"EGA"
"EGAS00001000836";"0";"0";"94";"94";"2014-05-30";"EGA"
"EGAS00001000837";"34";"4";"200";"238";"2014-05-30";"EGA"
"EGAS00001000839";"0";"0";"2281";"2281";"2014-06-02";"EGA"
"EGAS00001000840";"8";"0";"0";"8";"2014-06-03";"EGA"
"EGAS00001000845";"0";"0";"125";"125";"2014-06-03";"EGA"
"EGAS00001000850";"58";"40";"1";"99";"2014-06-04";"EGA"
"EGAS00001000851";"0";"0";"12";"12";"2014-06-05";"EGA"
"EGAS00001000852";"0";"0";"4";"4";"2014-06-05";"EGA"
"EGAS00001000853";"70";"96";"0";"166";"2014-06-06";"EGA"
"EGAS00001000854";"0";"0";"233";"233";"2014-06-10";"EGA"
"EGAS00001000855";"116";"84";"0";"200";"2014-06-10";"EGA"
"EGAS00001000857";"0";"0";"3";"3";"2014-06-12";"EGA"
"EGAS00001000858";"0";"0";"215";"215";"2014-06-12";"EGA"
"EGAS00001000859";"0";"0";"415";"415";"2014-06-12";"EGA"
"EGAS00001000860";"0";"0";"2";"2";"2014-06-12";"EGA"
"EGAS00001000864";"0";"0";"176";"176";"2014-06-18";"EGA"
"EGAS00001000869";"0";"0";"217";"217";"2014-06-25";"EGA"
"EGAS00001000870";"333";"432";"14";"779";"2014-06-25";"EGA"
"EGAS00001000872";"0";"0";"4";"4";"2014-06-26";"EGA"
"EGAS00001000874";"151";"0";"22";"173";"2014-07-01";"EGA"
"EGAS00001000875";"0";"0";"12";"12";"2014-07-02";"EGA"
"EGAS00001000876";"0";"0";"246";"246";"2014-07-02";"EGA"
"EGAS00001000877";"0";"2";"0";"2";"2014-07-02";"EGA"
"EGAS00001000879";"0";"0";"15";"15";"2014-07-03";"EGA"
"EGAS00001000880";"0";"0";"424";"424";"2014-07-03";"EGA"
"EGAS00001000881";"0";"0";"127";"127";"2014-07-03";"EGA"
"EGAS00001000882";"0";"0";"10";"10";"2014-07-07";"EGA"
"EGAS00001000883";"8";"0";"0";"8";"2014-07-07";"EGA"
"EGAS00001000884";"0";"0";"38";"38";"2014-07-08";"EGA"
"EGAS00001000885";"0";"0";"18";"18";"2014-07-08";"EGA"
"EGAS00001000888";"0";"0";"270";"270";"2014-07-16";"EGA"
"EGAS00001000889";"0";"0";"5";"5";"2014-07-21";"EGA"
"EGAS00001000891";"0";"0";"331";"331";"2014-07-21";"EGA"
"EGAS00001000892";"0";"0";"262";"262";"2014-07-23";"EGA"
"EGAS00001000895";"0";"0";"262";"262";"2014-07-23";"EGA"
"EGAS00001000899";"0";"0";"54";"54";"2014-07-23";"EGA"
"EGAS00001000900";"8440";"0";"1810";"10250";"2014-07-23";"EGA"
"EGAS00001000901";"0";"0";"1384";"1384";"2014-07-23";"EGA"
"EGAS00001000902";"0";"0";"171";"171";"2014-07-23";"EGA"
"EGAS00001000904";"0";"0";"12";"12";"2014-07-24";"EGA"
"EGAS00001000906";"0";"0";"448";"448";"2014-07-28";"EGA"
"EGAS00001000907";"0";"0";"21";"21";"2014-07-29";"EGA"
"EGAS00001000909";"0";"0";"8";"8";"2014-07-30";"EGA"
"EGAS00001000924";"5196";"5608";"963";"11767";"2014-07-31";"EGA"
"EGAS00001000925";"0";"0";"159";"159";"2014-07-31";"EGA"
"EGAS00001000926";"0";"0";"307";"307";"2014-08-01";"EGA"
"EGAS00001000927";"0";"4";"0";"4";"2014-08-04";"EGA"
"EGAS00001000930";"0";"0";"117";"117";"2014-08-05";"EGA"
"EGAS00001000932";"0";"0";"234";"234";"2014-08-06";"EGA"
"EGAS00001000933";"0";"0";"60";"60";"2014-08-07";"EGA"
"EGAS00001000934";"8";"2";"521";"531";"2014-08-07";"EGA"
"EGAS00001000935";"0";"0";"12";"12";"2014-08-08";"EGA"
"EGAS00001000938";"0";"0";"534";"534";"2014-08-11";"EGA"
"EGAS00001000940";"0";"0";"91";"91";"2014-08-12";"EGA"
"EGAS00001000941";"0";"0";"44";"44";"2014-08-14";"EGA"
"EGAS00001000942";"33";"0";"0";"33";"2014-08-15";"EGA"
"EGAS00001000943";"16";"0";"0";"16";"2014-08-18";"EGA"
"EGAS00001000946";"0";"0";"169";"169";"2014-08-22";"EGA"
"EGAS00001000947";"0";"0";"138";"138";"2014-08-23";"EGA"
"EGAS00001000948";"0";"0";"4";"4";"2014-08-26";"EGA"
"EGAS00001000949";"0";"0";"16";"16";"2014-08-28";"EGA"
"EGAS00001000950";"21";"0";"400";"421";"2014-08-29";"EGA"
"EGAS00001000951";"48";"46";"0";"94";"2014-08-29";"EGA"
"EGAS00001000952";"0";"0";"188";"188";"2014-08-29";"EGA"
"EGAS00001000953";"64";"65";"0";"129";"2014-09-01";"EGA"
"EGAS00001000954";"67";"63";"0";"130";"2014-09-01";"EGA"
"EGAS00001000955";"0";"0";"12";"12";"2014-09-03";"EGA"
"EGAS00001000957";"5";"7";"0";"12";"2014-09-04";"EGA"
"EGAS00001000958";"0";"0";"969";"969";"2014-09-05";"EGA"
"EGAS00001000961";"0";"0";"1345";"1345";"2014-09-05";"EGA"
"EGAS00001000962";"0";"0";"3";"3";"2014-09-06";"EGA"
"EGAS00001000968";"181";"42";"2450";"2673";"2014-09-10";"EGA"
"EGAS00001000969";"3";"0";"118";"121";"2014-09-10";"EGA"
"EGAS00001000971";"0";"0";"1000";"1000";"2014-09-15";"EGA"
"EGAS00001000973";"195";"199";"0";"394";"2014-09-16";"EGA"
"EGAS00001000974";"17";"5";"0";"22";"2014-09-17";"EGA"
"EGAS00001000975";"0";"0";"26";"26";"2014-09-18";"EGA"
"EGAS00001000978";"0";"0";"1221";"1221";"2014-09-19";"EGA"
"EGAS00001000979";"0";"0";"2";"2";"2014-09-19";"EGA"
"EGAS00001000981";"0";"0";"188";"188";"2014-09-23";"EGA"
"EGAS00001000982";"0";"0";"823";"823";"2014-09-24";"EGA"
"EGAS00001000983";"0";"81";"0";"81";"2014-09-24";"EGA"
"EGAS00001000985";"0";"0";"182";"182";"2014-09-24";"EGA"
"EGAS00001000988";"11";"8";"81";"100";"2014-09-26";"EGA"
"EGAS00001000991";"0";"0";"7";"7";"2014-09-26";"EGA"
"EGAS00001000992";"0";"0";"38";"38";"2014-09-26";"EGA"
"EGAS00001000993";"0";"0";"2";"2";"2014-09-29";"EGA"
"EGAS00001000995";"4";"4";"1656";"1664";"2014-10-01";"EGA"
"EGAS00001001002";"340";"79";"0";"419";"2014-10-09";"EGA"
"EGAS00001001003";"30";"25";"0";"55";"2014-10-09";"EGA"
"EGAS00001001009";"0";"211";"0";"211";"2014-10-14";"EGA"
"EGAS00001001011";"6";"36";"0";"42";"2014-10-17";"EGA"
"EGAS00001001012";"3114";"4222";"2202";"9538";"2014-10-20";"EGA"
"EGAS00001001013";"0";"0";"7";"7";"2014-10-20";"EGA"
"EGAS00001001014";"0";"0";"53";"53";"2014-10-21";"EGA"
"EGAS00001001015";"78";"0";"0";"78";"2014-10-23";"EGA"
"EGAS00001001016";"0";"0";"10";"10";"2014-10-23";"EGA"
"EGAS00001001018";"167";"69";"0";"236";"2014-10-29";"EGA"
"EGAS00001001019";"32";"0";"0";"32";"2014-10-29";"EGA"
"EGAS00001001020";"0";"0";"3";"3";"2014-10-30";"EGA"
"EGAS00001001021";"0";"0";"3";"3";"2014-10-30";"EGA"
"EGAS00001001023";"225";"115";"0";"340";"2014-10-31";"EGA"
"EGAS00001001024";"0";"0";"1";"1";"2014-10-31";"EGA"
"EGAS00001001025";"0";"0";"247";"247";"2014-10-31";"EGA"
"EGAS00001001026";"1";"2";"14";"17";"2014-10-31";"EGA"
"EGAS00001001028";"87";"25";"0";"112";"2014-11-03";"EGA"
"EGAS00001001033";"157";"111";"0";"268";"2014-11-09";"EGA"
"EGAS00001001035";"0";"0";"71";"71";"2014-11-12";"EGA"
"EGAS00001001041";"93";"48";"0";"141";"2014-11-17";"EGA"
"EGAS00001001044";"56";"28";"4";"88";"2014-11-19";"EGA"
"EGAS00001001048";"0";"0";"200";"200";"2014-11-19";"EGA"
"EGAS00001001051";"4";"11";"0";"15";"2014-11-26";"EGA"
"EGAS00001001052";"116";"84";"0";"200";"2014-12-01";"EGA"
"EGAS00001001054";"0";"0";"312";"312";"2014-12-02";"EGA"
"EGAS00001001056";"0";"0";"168";"168";"2014-12-04";"EGA"
"EGAS00001001059";"0";"0";"20";"20";"2014-12-04";"EGA"
"EGAS00001001060";"6";"0";"246";"252";"2014-12-04";"EGA"
"EGAS00001001067";"43";"60";"237";"340";"2014-12-08";"EGA"
"EGAS00001001077";"8193";"10719";"865";"19777";"2014-12-09";"EGA"
"EGAS00001001082";"0";"0";"134";"134";"2014-12-10";"EGA"
"EGAS00001001084";"0";"0";"84";"84";"2014-12-10";"EGA"
"EGAS00001001085";"0";"0";"9";"9";"2014-12-10";"EGA"
"EGAS00001001086";"0";"0";"15";"15";"2014-12-10";"EGA"
"EGAS00001001093";"24";"51";"0";"75";"2014-12-16";"EGA"
"EGAS00001001095";"0";"0";"6";"6";"2014-12-16";"EGA"
"EGAS00001001099";"21";"32";"1";"54";"2014-12-17";"EGA"
"EGAS00001001102";"0";"4";"0";"4";"2014-12-19";"EGA"
"EGAS00001001103";"0";"0";"2";"2";"2014-12-28";"EGA"
"EGAS00001001108";"0";"0";"20";"20";"2015-01-08";"EGA"
"EGAS00001001110";"192";"141";"21";"354";"2015-01-09";"EGA"
"EGAS00001001112";"0";"0";"25";"25";"2015-01-12";"EGA"
"EGAS00001001113";"181";"158";"2";"341";"2015-01-13";"EGA"
"EGAS00001001114";"79";"81";"90";"250";"2015-01-13";"EGA"
"EGAS00001001115";"25";"116";"0";"141";"2015-01-14";"EGA"
"EGAS00001001116";"0";"0";"20";"20";"2015-01-14";"EGA"
"EGAS00001001117";"0";"0";"20";"20";"2015-01-14";"EGA"
"EGAS00001001119";"0";"0";"20";"20";"2015-01-14";"EGA"
"EGAS00001001123";"0";"0";"20";"20";"2015-01-14";"EGA"
"EGAS00001001124";"0";"0";"10";"10";"2015-01-14";"EGA"
"EGAS00001001125";"0";"0";"20";"20";"2015-01-14";"EGA"
"EGAS00001001127";"67";"58";"0";"125";"2015-01-19";"EGA"
"EGAS00001001129";"0";"0";"70";"70";"2015-01-20";"EGA"
"EGAS00001001132";"0";"0";"4";"4";"2015-01-22";"EGA"
"EGAS00001001133";"93";"42";"0";"135";"2015-01-22";"EGA"
"EGAS00001001134";"1515";"2143";"0";"3658";"2015-01-22";"EGA"
"EGAS00001001135";"0";"0";"71";"71";"2015-01-23";"EGA"
"EGAS00001001137";"0";"0";"119";"119";"2015-01-26";"EGA"
"EGAS00001001139";"92";"57";"8";"157";"2015-01-26";"EGA"
"EGAS00001001140";"0";"0";"84";"84";"2015-01-26";"EGA"
"EGAS00001001145";"0";"0";"2";"2";"2015-01-29";"EGA"
"EGAS00001001146";"0";"0";"13";"13";"2015-01-30";"EGA"
"EGAS00001001147";"546";"380";"0";"926";"2015-02-02";"EGA"
"EGAS00001001149";"9";"18";"96";"123";"2015-02-05";"EGA"
"EGAS00001001150";"0";"0";"12";"12";"2015-02-05";"EGA"
"EGAS00001001153";"0";"0";"186";"186";"2015-02-10";"EGA"
"EGAS00001001155";"0";"0";"73";"73";"2015-02-11";"EGA"
"EGAS00001001158";"0";"0";"16";"16";"2015-02-12";"EGA"
"EGAS00001001167";"8";"17";"0";"25";"2015-02-19";"EGA"
"EGAS00001001165";"197";"131";"0";"328";"2015-02-19";"EGA"
"EGAS00001001159";"548";"927";"0";"1475";"2015-02-19";"EGA"
"EGAS00001001170";"0";"0";"48";"48";"2015-02-23";"EGA"
"EGAS00001001171";"132";"104";"670";"906";"2015-02-24";"EGA"
"EGAS00001001172";"0";"0";"28";"28";"2015-02-24";"EGA"
"EGAS00001001173";"0";"0";"57";"57";"2015-02-26";"EGA"
"EGAS00001001174";"0";"0";"399";"399";"2015-02-26";"EGA"
"EGAS00001001176";"74";"38";"0";"112";"2015-02-27";"EGA"
"EGAS00001001179";"0";"0";"15";"15";"2015-03-03";"EGA"
"EGAS00001001182";"0";"0";"6";"6";"2015-03-08";"EGA"
"EGAS00001001183";"0";"0";"221";"221";"2015-03-08";"EGA"
"EGAS00001001184";"0";"0";"25";"25";"2015-03-09";"EGA"
"EGAS00001001190";"0";"0";"29";"29";"2015-03-10";"EGA"
"EGAS00001001191";"47";"18";"5";"70";"2015-03-10";"EGA"
"EGAS00001001194";"0";"0";"490";"490";"2015-03-12";"EGA"
"EGAS00001001195";"0";"0";"30";"30";"2015-03-12";"EGA"
"EGAS00001001199";"48";"62";"156";"266";"2015-03-20";"EGA"
"EGAS00001001202";"0";"0";"38";"38";"2015-03-24";"EGA"
"EGAS00001001203";"0";"0";"24";"24";"2015-03-25";"EGA"
"EGAS00001001204";"0";"0";"700";"700";"2015-03-26";"EGA"
"EGAS00001001205";"0";"0";"6";"6";"2015-03-26";"EGA"
"EGAS00001001207";"0";"0";"1482";"1482";"2015-03-27";"EGA"
