"ega_stable_id";"male";"female";"unknown";"total";"date_study";"repository"
"EGAS00001001209";"0";"0";"138";"138";"2015-03-27";"EGA"
"EGAS00001001210";"0";"0";"2";"2";"2015-03-30";"EGA"
"EGAS00001001214";"0";"0";"13";"13";"2015-04-03";"EGA"
"EGAS00001001218";"0";"2";"4";"6";"2015-04-10";"EGA"
"EGAS00001001219";"0";"0";"1";"1";"2015-04-14";"EGA"
"EGAS00001001223";"0";"90";"86";"176";"2015-04-15";"EGA"
"EGAS00001001231";"385";"0";"0";"385";"2015-04-15";"EGA"
"EGAS00001001236";"1101";"327";"0";"1428";"2015-04-21";"EGA"
"EGAS00001001238";"0";"0";"1376";"1376";"2015-04-23";"EGA"
"EGAS00001001240";"76";"223";"0";"299";"2015-04-26";"EGA"
"EGAS00001001242";"0";"0";"6";"6";"2015-04-30";"EGA"
"EGAS00001001244";"0";"0";"69";"69";"2015-05-04";"EGA"
"EGAS00001001247";"0";"0";"25";"25";"2015-05-07";"EGA"
"EGAS00001001250";"2";"1";"0";"3";"2015-05-08";"EGA"
"EGAS00001001252";"0";"0";"2";"2";"2015-05-11";"EGA"
"EGAS00001001253";"0";"0";"12";"12";"2015-05-13";"EGA"
"EGAS00001001254";"47";"0";"0";"47";"2015-05-13";"EGA"
"EGAS00001001255";"29";"19";"0";"48";"2015-05-13";"EGA"
"EGAS00001001256";"111";"0";"42";"153";"2015-05-14";"EGA"
"EGAS00001001257";"0";"0";"125";"125";"2015-05-15";"EGA"
"EGAS00001001260";"0";"0";"195";"195";"2015-05-19";"EGA"
"EGAS00001001261";"0";"0";"30";"30";"2015-05-19";"EGA"
"EGAS00001001262";"38";"185";"0";"223";"2015-05-20";"EGA"
"EGAS00001001263";"0";"0";"78";"78";"2015-05-20";"EGA"
"EGAS00001001264";"123";"76";"0";"199";"2015-05-20";"EGA"
"EGAS00001001265";"50";"58";"10";"118";"2015-05-21";"EGA"
"EGAS00001001266";"0";"1925";"14571";"16496";"2015-05-22";"EGA"
"EGAS00001001268";"56";"126";"0";"182";"2015-05-25";"EGA"
"EGAS00001001281";"0";"0";"3";"3";"2015-06-08";"EGA"
"EGAS00001001283";"0";"0";"32";"32";"2015-06-09";"EGA"
"EGAS00001001284";"5";"2";"0";"7";"2015-06-09";"EGA"
"EGAS00001001285";"0";"0";"52";"52";"2015-06-10";"EGA"
"EGAS00001001288";"0";"0";"30";"30";"2015-06-12";"EGA"
"EGAS00001001289";"0";"0";"147";"147";"2015-06-17";"EGA"
"EGAS00001001294";"0";"0";"8";"8";"2015-06-22";"EGA"
"EGAS00001001296";"157";"158";"6";"321";"2015-06-22";"EGA"
"EGAS00001001297";"0";"0";"165";"165";"2015-06-23";"EGA"
"EGAS00001001299";"0";"0";"270";"270";"2015-06-25";"EGA"
"EGAS00001001301";"0";"0";"2";"2";"2015-06-25";"EGA"
"EGAS00001001303";"0";"0";"491";"491";"2015-06-30";"EGA"
"EGAS00001001304";"0";"0";"4";"4";"2015-07-01";"EGA"
"EGAS00001001305";"0";"0";"598";"598";"2015-07-01";"EGA"
"EGAS00001001306";"0";"1";"1380";"1381";"2015-07-02";"EGA"
"EGAS00001001308";"0";"0";"56";"56";"2015-07-06";"EGA"
"EGAS00001001310";"0";"0";"12";"12";"2015-07-09";"EGA"
"EGAS00001001311";"20675";"18181";"40543";"79399";"2015-07-13";"EGA"
"EGAS00001001318";"5";"0";"134";"139";"2015-07-22";"EGA"
"EGAS00001001323";"0";"0";"3";"3";"2015-07-23";"EGA"
"EGAS00001001324";"0";"0";"75";"75";"2015-07-23";"EGA"
"EGAS00001001329";"0";"0";"127";"127";"2015-07-27";"EGA"
"EGAS00001001332";"0";"0";"284";"284";"2015-07-27";"EGA"
"EGAS00001001340";"18";"6";"0";"24";"2015-07-29";"EGA"
"EGAS00001001343";"76";"0";"0";"76";"2015-07-30";"EGA"
"EGAS00001001348";"0";"1";"105";"106";"2015-07-31";"EGA"
"EGAS00001001353";"4";"0";"0";"4";"2015-08-03";"EGA"
"EGAS00001001355";"1410";"1625";"2077";"5112";"2015-08-03";"EGA"
"EGAS00001001382";"0";"0";"9";"9";"2015-08-06";"EGA"
"EGAS00001001385";"25";"0";"0";"25";"2015-08-06";"EGA"
"EGAS00001001386";"0";"0";"24";"24";"2015-08-06";"EGA"
"EGAS00001001387";"0";"0";"50";"50";"2015-08-10";"EGA"
"EGAS00001001394";"27";"14";"203";"244";"2015-08-13";"EGA"
"EGAS00001001418";"30";"18";"0";"48";"2015-08-19";"EGA"
"EGAS00001001422";"0";"0";"35";"35";"2015-08-20";"EGA"
"EGAS00001001427";"0";"0";"334";"334";"2015-08-25";"EGA"
"EGAS00001001429";"0";"0";"24";"24";"2015-08-26";"EGA"
"EGAS00001001431";"0";"144";"0";"144";"2015-08-28";"EGA"
"EGAS00001001433";"0";"0";"126";"126";"2015-08-28";"EGA"
"EGAS00001001436";"0";"0";"79";"79";"2015-09-01";"EGA"
"EGAS00001001437";"0";"0";"6";"6";"2015-09-01";"EGA"
"EGAS00001001457";"20";"25";"13";"58";"2015-09-04";"EGA"
"EGAS00001001459";"1403";"1469";"0";"2872";"2015-09-08";"EGA"
"EGAS00001001460";"6762";"6245";"0";"13007";"2015-09-08";"EGA"
"EGAS00001001461";"28";"20";"0";"48";"2015-09-09";"EGA"
"EGAS00001001462";"0";"0";"29";"29";"2015-09-09";"EGA"
"EGAS00001001463";"23";"3";"0";"26";"2015-09-10";"EGA"
"EGAS00001001466";"0";"18";"12";"30";"2015-09-12";"EGA"
"EGAS00001001472";"574";"299";"0";"873";"2015-09-18";"EGA"
"EGAS00001001473";"3";"3";"0";"6";"2015-09-18";"EGA"
"EGAS00001001474";"58";"2";"0";"60";"2015-09-20";"EGA"
"EGAS00001001475";"0";"0";"141";"141";"2015-09-20";"EGA"
"EGAS00001001476";"10";"2";"7";"19";"2015-09-21";"EGA"
"EGAS00001001479";"0";"0";"42";"42";"2015-09-28";"EGA"
"EGAS00001001486";"0";"0";"9";"9";"2015-09-29";"EGA"
"EGAS00001001542";"0";"0";"1";"1";"2015-10-07";"EGA"
"EGAS00001001552";"395";"297";"938";"1630";"2015-10-09";"EGA"
"EGAS00001001553";"26";"34";"0";"60";"2015-10-10";"EGA"
"EGAS00001001558";"2061";"2717";"0";"4778";"2015-10-12";"EGA"
"EGAS00001001559";"0";"0";"80";"80";"2015-10-14";"EGA"
"EGAS00001001561";"80";"0";"0";"80";"2015-10-16";"EGA"
"EGAS00001001565";"1944";"3474";"14432";"19850";"2015-10-19";"EGA"
"EGAS00001001570";"0";"66";"0";"66";"2015-10-24";"EGA"
"EGAS00001001572";"0";"0";"6";"6";"2015-10-28";"EGA"
"EGAS00001001598";"4";"4";"0";"8";"2015-11-10";"EGA"
"EGAS00001001599";"824";"637";"0";"1461";"2015-11-11";"EGA"
"EGAS00001001603";"45";"9";"0";"54";"2015-11-19";"EGA"
"EGAS00001001604";"77";"77";"0";"154";"2015-11-19";"EGA"
"EGAS00001001611";"0";"70";"0";"70";"2015-11-26";"EGA"
"EGAS00001001612";"0";"19";"0";"19";"2015-11-26";"EGA"
"EGAS00001001613";"0";"0";"7";"7";"2015-11-26";"EGA"
"EGAS00001001614";"0";"0";"84";"84";"2015-11-26";"EGA"
"EGAS00001001615";"395";"0";"13";"408";"2015-11-27";"EGA"
"EGAS00001001623";"57";"43";"0";"100";"2015-12-01";"EGA"
"EGAS00001001624";"0";"22";"0";"22";"2015-12-02";"EGA"
"EGAS00001001625";"0";"0";"185";"185";"2015-12-03";"EGA"
"EGAS00001001632";"10";"17";"0";"27";"2015-12-08";"EGA"
"EGAS00001001639";"0";"0";"36";"36";"2015-12-16";"EGA"
"EGAS00001001638";"4";"0";"0";"4";"2015-12-16";"EGA"
"EGAS00001001641";"6";"7";"7";"20";"2015-12-17";"EGA"
"EGAS00001001653";"306";"210";"2";"518";"2015-12-21";"EGA"
"EGAS00001001654";"55";"15";"0";"70";"2015-12-21";"EGA"
"EGAS00001001655";"72";"0";"0";"72";"2015-12-22";"EGA"
"EGAS00001001656";"0";"0";"2";"2";"2015-12-22";"EGA"
"EGAS00001001658";"40";"26";"0";"66";"2015-12-28";"EGA"
"EGAS00001001659";"7";"0";"0";"7";"2016-01-01";"EGA"
"EGAS00001001664";"2";"1";"0";"3";"2016-01-07";"EGA"
"EGAS00001001665";"45";"42";"1";"88";"2016-01-07";"EGA"
"EGAS00001001667";"364";"284";"0";"648";"2016-01-08";"EGA"
"EGAS00001001666";"547";"459";"0";"1006";"2016-01-08";"EGA"
"EGAS00001001675";"0";"0";"177";"177";"2016-01-13";"EGA"
"EGAS00001001676";"283";"360";"1";"644";"2016-01-15";"EGA"
"EGAS00001001678";"6";"6";"0";"12";"2016-01-19";"EGA"
"EGAS00001001682";"29";"32";"0";"61";"2016-01-20";"EGA"
"EGAS00001001686";"197";"67";"0";"264";"2016-01-21";"EGA"
"EGAS00001001687";"92";"18";"16";"126";"2016-01-22";"EGA"
"EGAS00001001688";"52";"1";"0";"53";"2016-01-25";"EGA"
"EGAS00001001689";"963";"1204";"0";"2167";"2016-01-25";"EGA"
"EGAS00001001690";"83";"60";"0";"143";"2016-01-26";"EGA"
"EGAS00001001692";"2986";"2111";"2";"5099";"2016-01-29";"EGA"
"EGAS00001001695";"10";"422";"0";"432";"2016-02-02";"EGA"
"EGAS00001001697";"0";"0";"80";"80";"2016-02-03";"EGA"
"EGAS00001001698";"976";"11";"130";"1117";"2016-02-03";"EGA"
"EGAS00001001699";"0";"0";"289";"289";"2016-02-03";"EGA"
"EGAS00001001700";"2";"0";"8";"10";"2016-02-04";"EGA"
"EGAS00001001701";"1";"0";"0";"1";"2016-02-05";"EGA"
"EGAS00001001702";"0";"0";"1";"1";"2016-02-06";"EGA"
"EGAS00001001706";"20";"10";"0";"30";"2016-02-08";"EGA"
"EGAS00001001704";"1990";"2765";"0";"4755";"2016-02-08";"EGA"
"EGAS00001001708";"0";"0";"18";"18";"2016-02-10";"EGA"
"EGAS00001001709";"740";"658";"12";"1410";"2016-02-10";"EGA"
"EGAS00001001710";"33";"52";"11142";"11227";"2016-02-10";"EGA"
"EGAS00001001711";"66";"95";"1";"162";"2016-02-11";"EGA"
"EGAS00001001713";"7106";"6352";"115";"13573";"2016-02-11";"EGA"
"EGAS00001001714";"0";"0";"84";"84";"2016-02-12";"EGA"
"EGAS00001001723";"0";"0";"132";"132";"2016-02-16";"EGA"
"EGAS00001001726";"0";"0";"2";"2";"2016-02-19";"EGA"
"EGAS00001001727";"0";"0";"2";"2";"2016-02-19";"EGA"
"EGAS00001001732";"179";"93";"0";"272";"2016-02-22";"EGA"
"EGAS00001001735";"271";"249";"912";"1432";"2016-02-22";"EGA"
"EGAS00001001736";"108";"272";"0";"380";"2016-02-24";"EGA"
"EGAS00001001737";"8";"3";"0";"11";"2016-02-25";"EGA"
"EGAS00001001740";"1";"1";"4";"6";"2016-02-27";"EGA"
"EGAS00001001741";"0";"48";"0";"48";"2016-03-02";"EGA"
"EGAS00001001742";"0";"0";"129";"129";"2016-03-02";"EGA"
"EGAS00001001743";"0";"0";"16";"16";"2016-03-02";"EGA"
"EGAS00001001745";"0";"0";"50";"50";"2016-03-02";"EGA"
"EGAS00001001744";"0";"0";"16";"16";"2016-03-02";"EGA"
"EGAS00001001746";"234";"144";"0";"378";"2016-03-03";"EGA"
"EGAS00001001751";"104";"59";"197";"360";"2016-03-10";"EGA"
"EGAS00001001752";"639";"581";"0";"1220";"2016-03-11";"EGA"
"EGAS00001001753";"0";"3083";"0";"3083";"2016-03-13";"EGA"
"EGAS00001001754";"115";"63";"2";"180";"2016-03-14";"EGA"
"EGAS00001001755";"0";"0";"4087";"4087";"2016-03-15";"EGA"
"EGAS00001001757";"0";"16";"0";"16";"2016-03-22";"EGA"
"EGAS00001001763";"0";"232";"0";"232";"2016-03-30";"EGA"
"EGAS00001001764";"213";"137";"27";"377";"2016-03-30";"EGA"
"EGAS00001001765";"273";"129";"43";"445";"2016-03-30";"EGA"
"EGAS00001001766";"211";"149";"0";"360";"2016-03-30";"EGA"
"EGAS00001001767";"4";"0";"0";"4";"2016-03-30";"EGA"
"EGAS00001001774";"222";"260";"30";"512";"2016-04-04";"EGA"
"EGAS00001001777";"0";"0";"20";"20";"2016-04-12";"EGA"
"EGAS00001001778";"0";"0";"86";"86";"2016-04-12";"EGA"
"EGAS00001001779";"0";"0";"104";"104";"2016-04-13";"EGA"
"EGAS00001001780";"0";"0";"92";"92";"2016-04-14";"EGA"
"EGAS00001001782";"616";"0";"248";"864";"2016-04-14";"EGA"
"EGAS00001001783";"28";"6";"0";"34";"2016-04-15";"EGA"
"EGAS00001001784";"10";"6";"0";"16";"2016-04-19";"EGA"
"EGAS00001001788";"21";"122";"46";"189";"2016-04-24";"EGA"
"EGAS00001001789";"960";"0";"0";"960";"2016-04-25";"EGA"
"EGAS00001001791";"117";"0";"0";"117";"2016-04-27";"EGA"
"EGAS00001001795";"122";"88";"0";"210";"2016-04-27";"EGA"
"EGAS00001001797";"0";"0";"36";"36";"2016-04-29";"EGA"
"EGAS00001001799";"0";"0";"164";"164";"2016-04-29";"EGA"
"EGAS00001001800";"36";"50";"0";"86";"2016-05-01";"EGA"
"EGAS00001001802";"1";"3";"0";"4";"2016-05-05";"EGA"
"EGAS00001001803";"6";"6";"0";"12";"2016-05-05";"EGA"
"EGAS00001001805";"4";"0";"0";"4";"2016-05-09";"EGA"
"EGAS00001001806";"0";"0";"57";"57";"2016-05-10";"EGA"
"EGAS00001001807";"0";"0";"53";"53";"2016-05-10";"EGA"
"EGAS00001001808";"213";"137";"119";"469";"2016-05-10";"EGA"
"EGAS00001001810";"60";"39";"0";"99";"2016-05-10";"EGA"
"EGAS00001001821";"90";"46";"2";"138";"2016-05-11";"EGA"
"EGAS00001001822";"6";"4";"0";"10";"2016-05-12";"EGA"
"EGAS00001001828";"12";"4";"0";"16";"2016-05-13";"EGA"
"EGAS00001001835";"3";"34";"0";"37";"2016-05-17";"EGA"
"EGAS00001001838";"0";"0";"39";"39";"2016-05-18";"EGA"
"EGAS00001001839";"0";"0";"49";"49";"2016-05-18";"EGA"
"EGAS00001001840";"0";"0";"12";"12";"2016-05-18";"EGA"
"EGAS00001001844";"0";"2";"0";"2";"2016-05-23";"EGA"
"EGAS00001001846";"0";"3";"0";"3";"2016-05-23";"EGA"
"EGAS00001001845";"3";"0";"0";"3";"2016-05-23";"EGA"
"EGAS00001001847";"58";"47";"0";"105";"2016-05-23";"EGA"
"EGAS00001001848";"0";"2";"0";"2";"2016-05-23";"EGA"
"EGAS00001001849";"2";"2";"0";"4";"2016-05-25";"EGA"
"EGAS00001001852";"25";"43";"0";"68";"2016-05-26";"EGA"
"EGAS00001001853";"4";"0";"0";"4";"2016-05-26";"EGA"
"EGAS00001001854";"15";"4";"0";"19";"2016-05-26";"EGA"
"EGAS00001001855";"617";"55";"695";"1367";"2016-05-27";"EGA"
"EGAS00001001856";"530";"0";"1114";"1644";"2016-05-27";"EGA"
"EGAS00001001857";"14";"7";"0";"21";"2016-05-29";"EGA"
"EGAS00001001858";"153";"98";"0";"251";"2016-05-31";"EGA"
"EGAS00001001861";"9";"8";"0";"17";"2016-06-01";"EGA"
"EGAS00001001859";"55";"83";"0";"138";"2016-06-01";"EGA"
"EGAS00001001862";"1";"5";"0";"6";"2016-06-01";"EGA"
"EGAS00001001870";"0";"0";"24";"24";"2016-06-10";"EGA"
"EGAS00001001873";"0";"0";"34";"34";"2016-06-14";"EGA"
"EGAS00001001874";"0";"5";"0";"5";"2016-06-14";"EGA"
"EGAS00001001876";"4";"0";"0";"4";"2016-06-19";"EGA"
"EGAS00001001871";"25";"22";"0";"47";"2016-06-21";"EGA"
"EGAS00001001872";"0";"64";"0";"64";"2016-06-21";"EGA"
"EGAS00001001875";"0";"0";"1";"1";"2016-06-21";"EGA"
"EGAS00001001878";"118";"112";"0";"230";"2016-06-21";"EGA"
"EGAS00001001879";"9";"6";"0";"15";"2016-06-22";"EGA"
"EGAS00001001880";"147";"312";"0";"459";"2016-06-23";"EGA"
"EGAS00001001881";"25";"38";"1";"64";"2016-06-23";"EGA"
"EGAS00001001882";"0";"110";"0";"110";"2016-06-24";"EGA"
"EGAS00001001886";"60";"33";"0";"93";"2016-06-28";"EGA"
"EGAS00001001889";"14";"0";"0";"14";"2016-06-30";"EGA"
"EGAS00001001891";"0";"0";"1360";"1360";"2016-07-04";"EGA"
"EGAS00001001892";"0";"0";"140";"140";"2016-07-04";"EGA"
"EGAS00001001893";"0";"0";"38";"38";"2016-07-06";"EGA"
"EGAS00001001895";"970";"0";"0";"970";"2016-07-06";"EGA"
"EGAS00001001896";"10";"11";"1";"22";"2016-07-07";"EGA"
"EGAS00001001897";"2";"0";"0";"2";"2016-07-07";"EGA"
"EGAS00001001899";"21";"51";"0";"72";"2016-07-11";"EGA"
"EGAS00001001900";"4";"2";"1";"7";"2016-07-12";"EGA"
"EGAS00001001901";"24";"0";"0";"24";"2016-07-13";"EGA"
"EGAS00001001906";"14";"6";"0";"20";"2016-07-18";"EGA"
"EGAS00001001908";"0";"150";"0";"150";"2016-07-19";"EGA"
"EGAS00001001909";"0";"0";"39";"39";"2016-07-20";"EGA"
"EGAS00001001911";"0";"0";"77";"77";"2016-07-24";"EGA"
"EGAS00001001913";"0";"510";"0";"510";"2016-07-24";"EGA"
"EGAS00001001914";"120";"236";"0";"356";"2016-07-27";"EGA"
"EGAS00001001916";"33";"79";"0";"112";"2016-07-30";"EGA"
"EGAS00001001918";"45";"15";"0";"60";"2016-08-02";"EGA"
"EGAS00001001924";"119";"217";"0";"336";"2016-08-04";"EGA"
"EGAS00001001923";"0";"0";"77";"77";"2016-08-06";"EGA"
"EGAS00001001926";"35";"27";"0";"62";"2016-08-06";"EGA"
"EGAS00001001933";"1639";"1536";"87";"3262";"2016-08-09";"EGA"
"EGAS00001001934";"3";"5";"0";"8";"2016-08-09";"EGA"
"EGAS00001001937";"19";"40";"7";"66";"2016-08-12";"EGA"
"EGAS00001001940";"0";"443";"0";"443";"2016-08-15";"EGA"
"EGAS00001001941";"95";"163";"788";"1046";"2016-08-18";"EGA"
"EGAS00001001943";"1027";"1197";"636";"2860";"2016-08-24";"EGA"
"EGAS00001001945";"1337";"2190";"1263";"4790";"2016-08-25";"EGA"
"EGAS00001001946";"2";"2";"0";"4";"2016-08-26";"EGA"
"EGAS00001001948";"19";"13";"0";"32";"2016-09-01";"EGA"
"EGAS00001001949";"502";"295";"0";"797";"2016-09-01";"EGA"
"EGAS00001001950";"21";"16";"0";"37";"2016-09-01";"EGA"
"EGAS00001001951";"141";"178";"0";"319";"2016-09-05";"EGA"
"EGAS00001001952";"0";"0";"417";"417";"2016-09-06";"EGA"
"EGAS00001001953";"532";"282";"340";"1154";"2016-09-06";"EGA"
"EGAS00001001954";"68";"69";"0";"137";"2016-09-06";"EGA"
"EGAS00001001957";"42";"60";"0";"102";"2016-09-09";"EGA"
"EGAS00001001959";"31";"32";"1";"64";"2016-09-12";"EGA"
"EGAS00001001961";"0";"0";"46";"46";"2016-09-13";"EGA"
"EGAS00001001963";"74";"49";"0";"123";"2016-09-13";"EGA"
"EGAS00001001964";"0";"0";"201";"201";"2016-09-14";"EGA"
"EGAS00001001967";"0";"0";"58";"58";"2016-09-15";"EGA"
"EGAS00001001968";"0";"36";"351";"387";"2016-09-15";"EGA"
"EGAS00001001969";"1";"29";"0";"30";"2016-09-16";"EGA"
"EGAS00001001971";"0";"0";"58";"58";"2016-09-20";"EGA"
"EGAS00001001972";"0";"36";"351";"387";"2016-09-20";"EGA"
"EGAS00001001973";"0";"3";"0";"3";"2016-09-20";"EGA"
"EGAS00001001974";"0";"0";"7";"7";"2016-09-20";"EGA"
"EGAS00001001975";"0";"0";"4";"4";"2016-09-20";"EGA"
"EGAS00001001976";"0";"0";"7";"7";"2016-09-20";"EGA"
"EGAS00001001977";"0";"0";"10";"10";"2016-09-20";"EGA"
"EGAS00001001978";"0";"0";"11";"11";"2016-09-20";"EGA"
"EGAS00001001979";"0";"0";"6";"6";"2016-09-20";"EGA"
"EGAS00001001980";"0";"0";"18";"18";"2016-09-20";"EGA"
"EGAS00001001981";"0";"0";"6";"6";"2016-09-20";"EGA"
"EGAS00001001982";"0";"0";"3";"3";"2016-09-20";"EGA"
"EGAS00001001983";"0";"0";"8";"8";"2016-09-20";"EGA"
"EGAS00001001984";"0";"0";"2";"2";"2016-09-20";"EGA"
"EGAS00001001985";"0";"0";"27";"27";"2016-09-20";"EGA"
"EGAS00001001986";"0";"0";"7";"7";"2016-09-20";"EGA"
"EGAS00001001987";"0";"0";"4";"4";"2016-09-20";"EGA"
"EGAS00001001988";"0";"0";"5";"5";"2016-09-20";"EGA"
"EGAS00001001989";"0";"0";"6";"6";"2016-09-20";"EGA"
"EGAS00001001990";"0";"0";"8";"8";"2016-09-20";"EGA"
"EGAS00001001991";"0";"0";"6";"6";"2016-09-20";"EGA"
"EGAS00001001992";"0";"0";"11";"11";"2016-09-20";"EGA"
"EGAS00001001993";"0";"0";"7";"7";"2016-09-20";"EGA"
"EGAS00001001994";"0";"0";"18";"18";"2016-09-20";"EGA"
"EGAS00001001995";"0";"0";"3";"3";"2016-09-20";"EGA"
"EGAS00001001996";"0";"0";"2";"2";"2016-09-20";"EGA"
"EGAS00001001997";"0";"0";"27";"27";"2016-09-20";"EGA"
"EGAS00001002049";"0";"0";"96";"96";"2016-09-27";"EGA"
"EGAS00001002050";"6";"4";"0";"10";"2016-09-27";"EGA"
"EGAS00001002057";"19";"8";"0";"27";"2016-09-30";"EGA"
"EGAS00001002059";"16";"30";"0";"46";"2016-10-03";"EGA"
"EGAS00001002060";"317";"0";"13";"330";"2016-10-03";"EGA"
"EGAS00001002064";"19";"12";"0";"31";"2016-10-03";"EGA"
"EGAS00001002067";"26";"19";"0";"45";"2016-10-04";"EGA"
"EGAS00001002068";"20";"28";"0";"48";"2016-10-04";"EGA"
"EGAS00001002069";"158";"376";"355";"889";"2016-10-05";"EGA"
"EGAS00001002070";"76";"0";"0";"76";"2016-10-06";"EGA"
"EGAS00001002072";"4038";"1040";"0";"5078";"2016-10-07";"EGA"
"EGAS00001002073";"0";"9";"1";"10";"2016-10-10";"EGA"
"EGAS00001002074";"31";"26";"0";"57";"2016-10-10";"EGA"
"EGAS00001002075";"2";"2";"0";"4";"2016-10-10";"EGA"
"EGAS00001002081";"2549";"3357";"11";"5917";"2016-10-13";"EGA"
"EGAS00001002082";"15";"0";"0";"15";"2016-10-14";"EGA"
"EGAS00001002083";"62";"0";"0";"62";"2016-10-14";"EGA"
"EGAS00001002084";"99";"0";"0";"99";"2016-10-14";"EGA"
"EGAS00001002085";"15";"0";"0";"15";"2016-10-14";"EGA"
"EGAS00001002091";"0";"14";"7";"21";"2016-10-14";"EGA"
"EGAS00001002092";"120";"0";"0";"120";"2016-10-17";"EGA"
"EGAS00001002093";"33";"0";"15";"48";"2016-10-19";"EGA"
"EGAS00001002094";"426";"47";"0";"473";"2016-10-19";"EGA"
"EGAS00001002102";"0";"20";"0";"20";"2016-10-24";"EGA"
"EGAS00001002103";"254";"132";"0";"386";"2016-10-24";"EGA"
"EGAS00001002104";"1663";"0";"3040";"4703";"2016-10-25";"EGA"
"EGAS00001002105";"0";"0";"624";"624";"2016-10-26";"EGA"
"EGAS00001002106";"0";"0";"19";"19";"2016-10-28";"EGA"
"EGAS00001002107";"44";"5";"169";"218";"2016-10-28";"EGA"
"EGAS00001002108";"221";"180";"0";"401";"2016-10-31";"EGA"
"EGAS00001002110";"198";"100";"0";"298";"2016-10-31";"EGA"
"EGAS00001002111";"110";"66";"0";"176";"2016-11-01";"EGA"
"EGAS00001002113";"45";"20";"0";"65";"2016-11-02";"EGA"
"EGAS00001002114";"24";"11";"0";"35";"2016-11-02";"EGA"
"EGAS00001002115";"0";"0";"14";"14";"2016-11-02";"EGA"
"EGAS00001002117";"0";"0";"27";"27";"2016-11-08";"EGA"
"EGAS00001002124";"213";"137";"107";"457";"2016-11-09";"EGA"
"EGAS00001002128";"300";"286";"42";"628";"2016-11-09";"EGA"
"EGAS00001002132";"849";"53";"198";"1100";"2016-11-09";"EGA"
"EGAS00001002149";"2";"4";"0";"6";"2016-11-14";"EGA"
"EGAS00001002150";"145";"48";"0";"193";"2016-11-15";"EGA"
"EGAS00001002153";"0";"52";"0";"52";"2016-11-17";"EGA"
"EGAS00001002154";"0";"0";"10";"10";"2016-11-17";"EGA"
"EGAS00001002156";"46";"31";"0";"77";"2016-11-18";"EGA"
"EGAS00001002157";"480";"0";"0";"480";"2016-11-21";"EGA"
"EGAS00001002158";"0";"102";"0";"102";"2016-11-21";"EGA"
"EGAS00001002161";"47";"39";"0";"86";"2016-11-22";"EGA"
"EGAS00001002164";"4";"7";"0";"11";"2016-11-25";"EGA"
"EGAS00001002167";"12";"9";"124";"145";"2016-11-25";"EGA"
"EGAS00001002168";"0";"3";"0";"3";"2016-11-26";"EGA"
"EGAS00001002170";"192";"963";"0";"1155";"2016-11-28";"EGA"
"EGAS00001002171";"49";"22";"317";"388";"2016-11-29";"EGA"
"EGAS00001002173";"0";"0";"196";"196";"2016-12-01";"EGA"
"EGAS00001002174";"0";"0";"68";"68";"2016-12-02";"EGA"
"EGAS00001002175";"54";"57";"0";"111";"2016-12-04";"EGA"
"EGAS00001002176";"175";"0";"0";"175";"2016-12-05";"EGA"
"EGAS00001002182";"63";"27";"0";"90";"2016-12-06";"EGA"
"EGAS00001002183";"0";"0";"200";"200";"2016-12-08";"EGA"
"EGAS00001002184";"0";"13";"0";"13";"2016-12-08";"EGA"
"EGAS00001002185";"2";"4";"8";"14";"2016-12-08";"EGA"
"EGAS00001002186";"27";"22";"0";"49";"2016-12-09";"EGA"
"EGAS00001002189";"99";"63";"3";"165";"2016-12-14";"EGA"
"EGAS00001002190";"12";"13";"12";"37";"2016-12-14";"EGA"
"EGAS00001002192";"5";"0";"0";"5";"2016-12-16";"EGA"
"EGAS00001002193";"10";"11";"0";"21";"2016-12-19";"EGA"
"EGAS00001002195";"28";"0";"0";"28";"2016-12-20";"EGA"
"EGAS00001002197";"0";"0";"278";"278";"2016-12-21";"EGA"
"EGAS00001002198";"58";"16";"63";"137";"2016-12-22";"EGA"
"EGAS00001002199";"176";"238";"125";"539";"2016-12-22";"EGA"
"EGAS00001002200";"0";"76";"0";"76";"2016-12-27";"EGA"
"EGAS00001002201";"28";"10";"0";"38";"2016-12-31";"EGA"
"EGAS00001002202";"0";"0";"147";"147";"2017-01-03";"EGA"
"EGAS00001002204";"0";"2";"98";"100";"2017-01-05";"EGA"
"EGAS00001002205";"601";"577";"13";"1191";"2017-01-05";"EGA"
"EGAS00001002206";"218";"129";"0";"347";"2017-01-06";"EGA"
"EGAS00001002207";"75";"49";"0";"124";"2017-01-09";"EGA"
"EGAS00001002211";"0";"0";"9";"9";"2017-01-09";"EGA"
"EGAS00001002212";"0";"0";"1";"1";"2017-01-10";"EGA"
"EGAS00001002213";"19";"26";"0";"45";"2017-01-10";"EGA"
"EGAS00001002217";"0";"0";"693";"693";"2017-01-11";"EGA"
"EGAS00001002218";"0";"0";"176";"176";"2017-01-12";"EGA"
"EGAS00001002221";"63";"23";"462";"548";"2017-01-12";"EGA"
"EGAS00001002222";"30";"11";"280";"321";"2017-01-12";"EGA"
"EGAS00001002223";"0";"0";"48";"48";"2017-01-12";"EGA"
"EGAS00001002224";"7";"7";"1";"15";"2017-01-12";"EGA"
"EGAS00001002225";"35";"20";"0";"55";"2017-01-12";"EGA"
"EGAS00001002228";"4";"10";"0";"14";"2017-01-16";"EGA"
"EGAS00001002230";"3";"0";"5";"8";"2017-01-17";"EGA"
